,organization,position,link,location,date_added,real_link,date
324,IonQ,Executive Assistant,https://jobs.quantumapalooza.com/u/BgAAAAABjYXREMy49wOvPj3w24sdgL1wiP0kbk9U-hgYsKxkIZbs3EalW0x7DbjfmDbgPLF985EdDf8neMjgmgF3cqn3ftoDepUbf-kUBGXh4vOkrNChOLfmG8ohPVL0tgqmPE6z5D6JqnQF9DEfynAWiusxU7hJK1A==,USA; Maryland; College Park,2022-07-03,,02/11/2022
325,Northrop Grumman,Principal / Sr. Principal Analog/Mixed Signal Integrated Circuit (IC) Design Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjYXSdJxCQVnnyii1G5B2QaKXf2w3FxcbznXTtL233r3FtI02nRQU8fHpsUxF2TO6pZoeWKTtXAGweOeidzj0shyUobaYfYhrLZhuW7YX1Jwj3CojwwqsY28XA6adTVL3uCmqyHoEgEU0GkGLr6xD7rnS-Nw==,USA; Maryland; Linthicum,2022-07-03,,02/11/2022
326,Qruise,Senior Scientific Python Developer,https://jobs.quantumapalooza.com/u/BgAAAAABjYXTsxUzmKeGGKcgnpsOcJZPy9kf8c3NtMtTo6k6k-xo51Kf32PIro0jlUTqiGmV2PYygUJErvdvpywQrm8ddl4jkXsrMgATIYjHedDr8ZWE3gmEDIC7x3B3Ef731oCMUBudd9AuuxcUAFKLMS2X0DlP9Ig==,Germany; Remote,2022-07-03,,02/11/2022
327,Google,"Hardware Engineer, Quantum AI, Cryogenic Systems",https://jobs.quantumapalooza.com/u/BgAAAAABjYXPzvtRkmQ3nW4VbtNlFn7a7BIn9E7Nk3-LeBeGlqRHHKtaeNs48dXkrGRxkIzlxgP8EwuNG3RodS2MRm9g7Xevy4O49gXN2uQEIOg4iB4AKSiaR79RKG1yO0xO1NGBX5ZKaKje_y2SXnDqZWlgsVajy-A==,USA; California; Goleta,2022-07-02,,02/11/2022
328,Google,"Quantum Research Scientist, Modeling and Error Correction",https://jobs.quantumapalooza.com/u/BgAAAAABjYXQED6rG7AoAVnyXtw622NuceQhz_SzoQ3JNCDPo2N4kAddikAYEwsVxuy2dy5bL7DFbr9VOAqkhPGDKaUm11hIiWzIBrw4tK3avM_Cy2ShZGiL9KmJE2Ck_rK2jClW311PAotXqywOYsqkANpLGMdI49g==,USA; California; Santa Barbara,2022-07-02,,02/11/2022
329,IonQ,Content Manager,https://jobs.quantumapalooza.com/u/BgAAAAABjYXRDFPMQqUyxmdvHclwTIiRO1pBLgaU9NuFr9aML6yURyKu5GAckroCWtp_USc-ZLFun5U3Lzlmi3VL6x9fC_3ZZb9K5NTGua5Dc4_f0SnQ_iYJtP8jxEz2vEZ6h_i5O8N9lnTmBSzfVRaBb3LQTPla2jg==,USA; Washington; Seattle,2022-07-02,,02/11/2022
330,IonQ,"Manager, Strategic Sourcing",https://jobs.quantumapalooza.com/u/BgAAAAABjYXRIBbcsZkWYSXbp8igajr2xEbNJp7oKSH6aLmdfdmrepB_TtmLE78z0nV7kXQhG-37T8HNH3SqaDGzuAicne0MQJ-Cg7KfLYFSpcsMzNQsYQnT3h2VnrZdKCwTD7iTol5-CD7jYBDstKDEocJgky_VsxA==,USA; Washington; Seattle,2022-07-02,,02/11/2022
331,IonQ,"Software Engineering Manager, Quantum Operating Systems",https://jobs.quantumapalooza.com/u/BgAAAAABjYXReL5aFauOtz_eFrr90c7KN8c-fhICW82kaHttyHAXXoWYLf4FuLxnEf9QajBBbnVK0C5fOeVMAhLqm_QJ3b6j-8OiVzw_XqztgzXfgxi-Kw7UNk760LZKs1LVaacBXehn1qv3gGQQEiZzncSxRiLSafg==,USA; Washington; Seattle,2022-07-02,,02/11/2022
332,Qrypt,Solutions Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjYXTwdLuern_sSjRXyhTGGm5RcrNN6yrYIsTO1RiPdnPmJxnJWCD3l1iryMaScTQkPWvujr6IlSGxwf6YNUA3f_OVMZqh_Oz4ViTptabP9yD1v5dO8VtKeoheoM_OHq3pUrS6nnfu-CVP_5BbQcTpmvPBWw==,USA; New York; New York,2022-07-02,,02/11/2022
333,SandboxAQ,Technical Product Manager,https://jobs.quantumapalooza.com/u/BgAAAAABjYXUqJNgtY9CYdOYYS3YkjNRMN9EKzTscJ-o9PRNZmrwI4tq2jeXTtUOnR4kfe0ZbFUBoOEhfgFiHCf28WWrvgRCygCIqnB29UqBKKiBMr6I_P5yy0A8n0ECSGGgFHjmgM-z7Rw7WoEJt3K-mAvd1V6V3gA==,USA; California; San Francisco,2022-07-02,,02/11/2022
334,SRI International,Experimental Physicist,https://jobs.quantumapalooza.com/u/BgAAAAABjYXU4_SCgy3bLwZVcvnk-zadhb3KJZve8O_M3c990cV8dPOw1soo95KU9IJ0R8peZdZqUvQrPPfPmedZ6Bs0KR5C7B-fHpAzpt8pOLPzNeeHHuW9h14oLYBThkJshCVi-zwdH0ls3vrjhMiet5-1He1wlMg==,USA; New Jersey; Princeton,2022-07-02,,02/11/2022
335,Northrop Grumman,Principal Quantum Physicist/Sr. Principal Quantum Physicist,https://jobs.quantumapalooza.com/u/BgAAAAABjYXSgrFCh4zt78TaO-qr97MG9sYhb9pbykaKIpxIkR8BQJ_J1QBbkNkMvzTpcfE9qO9v9ZnuCpkZUFe-coNJPfQ9Orp5tjr9BWRG-BbKtrdNxYSliS2XQoSrnO8F4ATMXMfzY-8lOVwm6JZjgtjcpqPpBmw==,USA; Maryland; Linthicum,2022-07-01,,02/11/2022
336,Xanadu,Software Development Manager - Quantum Software,https://jobs.quantumapalooza.com/u/BgAAAAABjYXVx7WJzaIvs03vSd1Y2q1somEaVd8Rfs-N_bO0znHUV1w32zH6sBJijbaU2fho0Uwlca6YorrjoWjvzRjqcq6rbzDZDuObj81ktsNd2VzNzD-4U1_CwrW0Xm8uYBV-F49Vuk-xbGgoznUbGoeSYPQzyxQ==,Canada; Ontario; Toronto,2022-07-01,,02/11/2022
337,Booz Allen Hamilton,Quantum Research Data Scientist,https://jobs.quantumapalooza.com/u/BgAAAAABjYXO-mZeF-aEGuzdskth9w6rcHQ3guy2quIc9f5s6Nrq7hs3foci7ssq-JCIGgomhpLNj39GnZ5EFzgNdJITewoUFaMVBLzg-aKOYVzNKbd6YcMsiXxGGsBp06bOQe9-vrAnt7338Y20kgOVYD96UXBT0ZQ==,USA; District Of Columbia; Washington,2022-06-30,,02/11/2022
338,Honeywell,Quantinuum - Sr. Network Analyst,https://jobs.quantumapalooza.com/u/BgAAAAABjYXQhZReMi4_VtZiu4jR48bT83xnL0__7f7ZNz88WYiG4NNiZLoDGgUt00fpXoWLUnhe_CsH_OQ5ngqOx5MD2bpNLgpUhKNG5xZoCI0bzIZGxjs4XXOvTID5uJYV6NbFZrl4NaRQUf7jRytAEJYm1ylKSAg==,USA; Minnesota; Golden Valley,2022-06-30,,02/11/2022
339,IonQ,Senior Systems Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjYXRd2HNGI0qioP8Q1x52y5TAeTOl7HcFEjrqGpYgBdvK5opcFhiXtgmeFsOX6FF3HNjXNP78YLkPLiNYKDe_ZEA8_DCeayppwMvCmUeRBycBsvxnxsMeCnlQh2IFb6YK7FXKQOh36_PFsOVTEcsj0nWFJw==,USA; Maryland; College Park,2022-06-30,,02/11/2022
340,Northrop Grumman,Advanced Processing Solutions Engineers and Scientists,https://jobs.quantumapalooza.com/u/BgAAAAABjYXSZ39YsilVPwQLia4nilpmY_Lad5BUwHDasZZCdXrEPDtgJq0Ptt0ihY6hsZIzziLAB21zOpiKSWq8vZJs99XBbtwrQAAYHleAJ5Z_eboY7_v6OcvB94Q13r9par2HfLk52ecKt_BYVXrH2bnJBOPoDOw==,USA; Maryland; Linthicum,2022-06-30,,02/11/2022
341,Amazon Web Services (AWS),"Software Development Engineer, Design and Simulation, Center for Quantum Computing",https://jobs.quantumapalooza.com/u/BgAAAAABjYXOnLKGfqlbhfgQTVffi2Lg6Eu33ABRJg5v6HzxiI9_TMBO515AOXJwclPt4Wn8rxpgofw_jSAj29Yky-cvTeUbaVa3u-eDjsTxKMbLFhjbvfzZy93xmBSX7A54B2jUN8S8-CPA23RTYPAd92Yv9pWB0Uw==,USA; California; San Francisco,2022-06-28,,02/11/2022
342,Anametric,Director of Strategic Partnerships and Business Development,https://jobs.quantumapalooza.com/u/BgAAAAABjYXOq3F3thREJMPCntmicaXBxrdGfiIrEoAZdACTW5CNmpEWb7jRk99Xk14YjzaDC1ZRdWC1sDOUvosVCtu5a17o5Atfvibxi_2XcZ3Zdi9FDxXYXZWyjQ78H6dLFgZQETv0oLaZKMLNbpv-i-ERd39OUEA==,"USA; Texas; Austin
US:TX
USA; Remote",2022-06-25,,02/11/2022
343,Anametric,Sr. Processor Design Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjYXOrk-bmIykMZer5x92_JpnNwgBi_lyYQSAY6DLLWykvDqovuxY6FuNzs8FNM2YP-xtJ95IBkKOET4BQiCni774oHqDjvKZv2fG8OvyqSjDinbil_RsT0GSSuK5-wuPkD-Orkh1qXnfWyfGqagJCWwXf9Q==,"USA; Texas; Austin
US:TX
USA; Remote",2022-06-25,,02/11/2022
344,AOSense,Optical Physicist,https://jobs.quantumapalooza.com/u/BgAAAAABjYXOub4pwgRqTVFIlwrGueaN7oiWuy3lhLkeua8wulcINI2JSH3WcAaKCjtOlB3PIO2cEof61YjytnzSPxc_TvJDFuuDBFufZMcae3fWTY2sgQDpYBWr5fCC5QU9i9bpqv2_j_eyietvUjXt91PTDkbSU-w==,USA; California; Freemont,2022-06-25,,02/11/2022
345,AOSense,Physicist,https://jobs.quantumapalooza.com/u/BgAAAAABjYXOv0H_HiuEWf3q8v5DHa023EtjuIxeQQaAd7gwZ3y2C36EOVYbA30nL2KH0rVm7K0ZZOjawwUIeGgEbQvngrKHpxb0vBOPEpr1TV7gaEFyRE_U1VtFAw78R2plBlj1aU8a5iQol56ZLZZbQYcETaG9Gzg==,USA; California; Freemont,2022-06-25,,02/11/2022
346,ColdQuanta,RF Engineer for Quantum Sensing,https://jobs.quantumapalooza.com/u/BgAAAAABjYXPSD2LN7-njiLFJC9HYpWc4D2TuCi8e70JGmfxeKgA2H90qP71m8j9TvOkoNaqShjsMcZf6_dW70i7r9qQsGzeNc_tvx0BGNfuklYY-nf1j4gSYZhxBxVnaf25B8noPZqxbKmbjO8eQk_UO6sIDF3rzgg==,USA; Colorado; Boulder,2022-06-25,,02/11/2022
347,IBM,"Quantum Research Scientist (Yorktown Heights, NY or San Jose, CA)",https://jobs.quantumapalooza.com/u/BgAAAAABjYXQ4uusqVJKWGkOdYKbq-ORFA5gr96H1AH3EokjMrk1xsZsVx4X-FlwtHVr1zyHI_gaMlTGoHDYdnukaIZiKydxmNJEyvcBILqo6ZMCIDYEPbAucRetAlzFCunWBG5--qz8jBHEzr_VotR4ZfDdWM7FsXw==,"USA; New York; Yorktown Heights
USA; California; San Jose",2022-06-25,,02/11/2022
348,OEwaves,Inside Sales Representative,https://jobs.quantumapalooza.com/u/BgAAAAABjYXS9XZEPeJvyikCQUe9Sthn7Jgb5oJzlxKABYHIl7gWGOIgaGVOHwXLQi4qF55BlQwTlPHoX0jNC5JD5xf5XhFAkdOn8JeM5KKo6fZdK24tguS8sJUq7-Po-qnTpcsfPJnhpzSWM0Gi_YjJPomPZYDn4VQ==,USA; California; Pasadena,2022-06-25,,02/11/2022
349,Qblox,Senior Embedded Software Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjYXTe0bYBGB-nDEyARuQspqcJJyNMPcGmzEhfPwbhxL56Ud88wbrCex-HhgxgeEODUdRLfoSD22qwbwVMYD3qalNfu6it9nettcGUMPwhTiGd8W-ykZb91WIvoBVwhoxW9o2UqpVuWRuSoIKWv4JyglKYPw==,Netherlands; Delft,2022-06-25,,02/11/2022
350,Quantum Circuits,Software Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjYXT7hARQHrE144csDgTGmcn5JSCrT1FehQ0LJq9SLzgP0GJy0VISEppCPadFzDQH36DZAA7qcyaMCwLN1Pj6ae4FvUzkf6yl3PU_jZulB5CD9SWJFfwgy_VEMS2SmhWio0_RtADo8dPBTG81OMQHmtToQw==,USA; Connecticut; New Haven,2022-06-25,,02/11/2022
351,SandboxAQ,PhD Residency - Security Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjYXUnRH7e9IswhTmHQkcmBfZE-JMkV_ijexAaoqXcNTdp1FTHpkz2jdC_7B0O8oU1e25gU5KiVuIuoFWrnl2qZaLGk9QU41zm1wNnNKwKT_ua9EYJAe_5_c4hjbq8epX3okStXc07DWGnMXoZNzBcFFmnoQ==,USA; California; San Francisco,2022-06-25,,02/11/2022
352,Xairos,Computer Software Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjYXVpA-4rjsW2M4V51_s_6LLWuRBniM6jSGm6rBB9_Vp43awlLPcjgOrtEGckvytqp3s5_n9j0jq99eraLx2QWODphX9J9Q22c0poYe2JDM7-LDeKHhbiMdIS-PlUSQZ_UqCbzj2u02CvLa2ZY2egSo2jfQ==,USA; Colorado; Denver,2022-06-25,,02/11/2022
353,Xairos,Quantum Optics Lead,https://jobs.quantumapalooza.com/u/BgAAAAABjYXVpHN50gfFGrbPmhVR3NNBxCq8FeaUlj_MQSMH5txyhbW3r29mht4bwlB82Hb5jW64SxfnczMjO5aLqJYdWl6XQOBIwHtohSH_HPR9cLJKn47Ix8s1kkKA6MJrdfQn6y0A05RAL8Ja8iIWfPmqXgUURxw==,USA; Colorado; Denver,2022-06-25,,02/11/2022
354,Amazon Web Services (AWS),Sr. Product Manager Tech,https://jobs.quantumapalooza.com/u/BgAAAAABjYXOpbPvQZTFf8LW8vX18U45RZMd--nS502WpmQVL0ovMWGdrT0RwqDl5J5jy7IG9jztfrxXjo06jN6jJhkXqR-qqvVVuLuDUh3o-Ui_iG2n45XJi_Fh0WNKl-g5bXBDNVbgITbBDyQfvfq_iZnowNVDutw==,USA; California; Pasadena,2022-06-24,,02/11/2022
355,Rigetti Computing,Senior Accountant,https://jobs.quantumapalooza.com/u/BgAAAAABjYXUab15DTSwI6g1Hi7fcuY3D8IipBN7kOfb1MYlYRQlLw9fObRqg0e9SJDJoG-ygyOFqrSXEnBZBa8v1l9s8NCBmZaBPdLogshS_1N4Ou9uoEk_ZeeFsAaRAguukaSPYeWW4PYIpMel4csQtl30Gkno-Og==,USA; Remote,2022-06-24,,02/11/2022
356,D-Wave Government,Security and Network Administrator,https://jobs.quantumapalooza.com/u/BgAAAAABjYXPax7fI-2i_QP1OOCL0Fn9vBt1uAjLOrBvWtmTKup7LoJfHn6xODEebN5L3xMwjouJVii2-5qbxtCEWiJW5_2UB6L-PnHTq2nXyDpMr4Pyi9HE54Pu4GbaILs79iKHz27zABMN3YwJ6r1dJULwsQSTx5Q==,Canada; British Columbia; Burnaby,2022-06-22,,02/11/2022
357,Honeywell,Quantinuum - Sr. Advanced Electrical FPGA Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjYXQg-0LV-i5J3cw9SqD8JvyL7TjJpTKeLT9y5FwOQkilLb4PbyjzbxBqEAK1bRLv1Hy9VEf2CkYd5nq4j-GSHIt9wRNMAjdcZNCt1KSK-2M0jL4D6bgIWrEt9YvoEyXicp5BWHJAblr-SGOgXMnM99T7rg==,USA; Colorado; Broomfield,2022-06-22,,02/11/2022
358,Toshiba,Industrial CASE PhD Studentship in Next Generation Quantum Communication Systems,https://jobs.quantumapalooza.com/u/BgAAAAABjYXU_Xp-smjklrKQ2u_W7Z5gyPq1oj2Q-eqVzUIUglKUwIbOHfdyFvWSTKRrXr7Qb3mw2frXihczzZ6kqplL08TJKh0ciI-tNua2oXaQSq8nlGH3A61hZwrmqcjXrQeiKUVmXyMgIgWhjj9Nmrk6ADRVXSw==,United Kingdom; Cambridge,2022-06-21,,02/11/2022
359,Corning,Research Scientist - Integrated Photonics,https://jobs.quantumapalooza.com/u/BgAAAAABjYXPXOaCJJ8BFuDwP2xVr3vvWtnt87Gi-D6a3TXvC-_aRXA250Oqy7l_EvbvXjkCu3rO-JBzxmNxcac-MYVIlwlULywdpQwDJd3Am7PYaSXQkhkjQrSS2TVPIzqqUpwzU2cqK8oLfJM4JW5iqtrZBHytXjQ==,USA; New York; Painted Post,2022-06-19,,02/11/2022
360,IonQ,"Lead Engineer, Quantum Error Correction",https://jobs.quantumapalooza.com/u/BgAAAAABjYXRGdJ3KDyyFHqw2IQokrIaaU15RH2Pbl2o9640ifYfZWIueTKSElWudx4W6IveAWsms_9w-lIZbrmyCbUvNqC3xDElTHPofRE6hLVdahHoKFUcXidhV490-PK70sQ3bwUPlQnb3Dy3jwv3CFzs4p2uyhQ==,USA; Washington; Seattle,2022-06-19,,02/11/2022
361,IBM,"Research Scientist Plasma Processing Quantum (Yorktown Heights, NY)",https://jobs.quantumapalooza.com/u/BgAAAAABjYXQ7ooUtuJlN0Yly8GfZWV9Yl55G2Jqj1D2LO_QJvgnHHxFaF9I48HViM4MWhdEngINYh3qk0qr_idwmcD3swAViUkjWwqHj2Z7T-eTRIaOXRabymQNxyA1uxjH1sgkbhDQUq6oeeE_-EwTlqVyB_9pTNw==,USA; New York; Yorktown Heights,2022-06-18,,02/11/2022
362,Booz Allen Hamilton,Quantum Computing SME,https://jobs.quantumapalooza.com/u/BgAAAAABjYXO-M1dPxeVCdeObgd_zWIBfIv-EejkLOnmTB_Tpzgb_2QiSv2_by9SoKzUXIqGRqp29xAOKZiDdOm53BhLNu-zEuA3KGJF_AHfposCpUaAyCs-VgNKy5GWbsApY78Ptrd0iUppD03bjgIvyoe7zTFeoyA==,USA; Maryland; Bethesda,2022-06-16,,02/11/2022
363,Q-CTRL Federal,Senior Quantum Sensing Embedded Hardware Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjYXTYL8qb77VNNrTc3VDOVrRcRQ5jnFxMV4Q8Gy_ejdU8giJwERhqEiUgrgcsK2XhIHmf_a7r9P_QOLhcPT24FDEL3UPr-amricKakEt80twqw3VBQZHqWHisN4Tks-TD3N8qrqy1lEmluk1eLEetv386EA==,Australia; Sydney,2022-06-16,,02/11/2022
364,QuEra Computing,Optical System Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjYXUODIJBFkHCLVwdL5XvDS7ztGFIKuvl7Q1WDLo_oXCMuRAadNflnC2hofAzv3uMTsT0RAnH9J8_R1w50xHKpIEF7bYUeT5mx2dte-wP8ECQEkMJD9N76m7UwwbalMyilHPDOW10w19fALoCzsFcWuS_rg==,USA; Massachusetts; Boston,2022-06-16,,02/11/2022
365,Riverlane,Digital Design Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjYXUeTz4KYXpe29sIERbALV0ynXtJEy57-9dlJ72L9s5nrLtlNUe18a5eDXljOPQvCb4i4NDLSV7ZafO4svTX1hv60gHtSeUSwPXcNEbyaUL0qPv-qMPRKdrvNeGoa4n89bcwIYcS71X_-1w3muy2oR-SDA==,United Kingdom; Cambridge,2022-06-14,,02/11/2022
366,SandboxAQ,Administrative Business Partner,https://jobs.quantumapalooza.com/u/BgAAAAABjYXUjl4BoNrFVLgv_ArldEeivcp-djR6zQCCgszkjY3CAbclPUZROVrGbK3Zb40OIm5NKHHuc0U8MmJoHM7hkESUK_v9SplgJL-mhtoZhvZYmjHYSK4_pxor5bM4eHtshYKLJeCqIyHEPeo2nPjOr4eSuIQ==,USA; Remote,2022-06-13,,02/11/2022
367,SandboxAQ,Pre-Sales Technical Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjYXUocI3D7Vw99O9q-Nw7h0iYoe0OCcNo1TIXr0ovxm92yolhTVRuTxApiSKJ-X8YzIQ1VqGOtvTHonEiW7gjldAz_XUbeGcTxTOs84Hte21D65oJ5DMkNKOduMdEGxS7_qlKamg_mZwGyM-8KRSCOpLkaw==,USA; Remote,2022-06-13,,02/11/2022
368,SandboxAQ,Senior Cloud & IT Systems Architect,https://jobs.quantumapalooza.com/u/BgAAAAABjYXUqRUvxOq9SwbtTMK-5vHKaNNIs95ztx27XJL8HtehdCe06YfIIfQNsMJ2SR8nvNQ6mxeauq2qKNqqaDdy1oqkKQGI7TTH6ynd2x4d7FwF_54YbTHM1_51lkn-q1-vUW6AVhhDEWqo6yPXUIOB5-Vhcsg==,USA; Remote,2022-06-13,,02/11/2022
369,SandboxAQ,Technical Security Consultant / Solutions Architect,https://jobs.quantumapalooza.com/u/BgAAAAABjYXUrsipIfG7vSp9YWQvs_sahX5_uaelYIpV0U9ssf0k3jcZt05yJJu0Xk2S_T87ISFziTpr9Ro9a9OlX3d1Rfw1tloBYgqE0cde4YTse0hpFc7Q4k8mthqzQc6pJlORS4Ims_acR_ubKVwDqqr7nGTEXrg==,USA; Remote,2022-06-13,,02/11/2022
370,Google,"Software Engineer III, Quantum Architecture",https://jobs.quantumapalooza.com/u/BgAAAAABjYXQMVM6hAEclBWqJI782oRhV3pVLGSAPMQYxbtfQWNzzn2a-E16ixfzO_uL5O5Vf8OYPodaNJE6SxX4vDCrxBWiO2s3WiQT9NxHTIV-94E-Px3YsVXgAbnPqcBxgGtRb_ZBmr3WEA8Z3CejsBJlo5ICYQw==,USA; California; Santa Barbara,2022-06-10,,02/11/2022
371,ColdQuanta,Embedded Labview Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjYXPLo32-Nee_bEEeSPcYVflqPqwi5xqjetEh0wU1j3d6ZYQ_n5BFKOCR1TXud8YreX_syIYavwoZ8v5m5moe4JoepLPhdgZU8vOHaNxUN4X4NHeOe6kyi92ABnG37Wj-sBuqlKcNVm-pIJ75CSM-qdiPmg==,USA; Colorado; Boulder,2022-06-08,,02/11/2022
372,ColdQuanta,Mechanical Design Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjYXPNi8xJ5CP8utAu7gGOfgz3F9qIEC12R45B2yPN6soGEQYMGjtQgdDp_RfvXZVPNfk_V2n88TjgtmSI5CY4tDQQTmUg45iblTvAo0SZIA9oOm7ww6OgnGRNIVTBcu-94olfAPeMmjMS7hlfQStOl7vb6w==,USA; Colorado; Boulder,2022-06-04,,02/11/2022
373,ColdQuanta,Software Success Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjYXPV1bayPMj-ESB0SQPZFjAClj7BKEQdMLzRXCKsZqn1q_HAQfIUIn7z1V7rN-c_3HaEIJkLSMhTapWQapYyvlGGLXySkVt3Rh8jqffxINSXGokYyeZ4cpFASRnFf9LvEU1B2CDoKsDf5Pb6rz-qs-EO2g==,USA; Colorado; Boulder,2022-06-04,,02/11/2022
374,Honeywell,Quantinuum - Sales Development Representative,https://jobs.quantumapalooza.com/u/BgAAAAABjYXQcYbVaCIWKV3s-3-7KfxUeVxyOPB9UVOiWXoklkdcyP5VoTvjiNSDHVeZBq9F6v77rwC6wlZRZUqOq47whFY_7NDD0eAZbj0gjOS5fA_1jAxgwU3t6Jzj45QQyO385x7fsCntqAZ7iojom4DOz5cvebg==,USA; Colorado; Broomfield,2022-06-03,,02/11/2022
375,SRI International,"Project & Operations Manager, QED-C",https://jobs.quantumapalooza.com/u/BgAAAAABjYXU4weqJ-TskPDYxiL_l6eDSa1WhTQAqBrwNcfka-1fD_PUf44y6RTHbvN28CHiNGJkIhEQq0GQgNuKBMKGTCssd6g2uC7rtkaBm9W1CftKFVVIW2onKEL25Hh0bZheILp0qfoWxYlHYQW6iohUS8RCzRQ==,USA; Virginia; Arlington,2022-06-02,,02/11/2022
376,Google,"Quantum Research Scientist, High Performance Simulations",https://jobs.quantumapalooza.com/u/BgAAAAABjYXQE5oPmSVLbQOu7JCtV64zvShbKj93JLtQZQIIKp5x8h3x2H-9T8bYxCe5zifvcdM17eWL9_9Zbx6zEL7xWFw-u77_4PxfcHoXh1lczaEZwrLl4o3rmutUHzfw2lqg8Si09BzIY3sq5dyG3vnW0Fe6Ycw==,USA; California; Santa Barbara,2022-06-01,,02/11/2022
377,IonQ,"Senior Accountant, Financial Reporting",https://jobs.quantumapalooza.com/u/BgAAAAABjYXROMcTDQI17m4kh0Xq1H4Y_zrltFal8hgxBKrmdBEXuClmf3K_v9vbFKmJISh4a6YbCQ1cz_AzgLtWtz7cLZBjIguT7_rtvdc8q3Wn48uBmAiQtQZEjBmr_LHtrlTVgw8Y6R7zTkEnuaYmj_jbftV3ayw==,USA; Maryland; College Park,2022-06-01,,02/11/2022
378,Riverlane,Senior Digital Design Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjYXUh85XWaz25YFR3zJRqjRX-AvlMfjdauFJ7qZ5_ODP59gGPpc9m9IZodOij5t12X3G-nH_FsJ-stDY8cpIk29LAHyKTOEZf9oEjnNC533o4CQgux1fLTPm62gKEscWfMJfc5uqK8V6oE6T2YeYblOBa1w==,United Kingdom; Cambridge,2022-05-30,,02/11/2022
379,Booz Allen Hamilton,Quantum Computing SME,https://jobs.quantumapalooza.com/u/BgAAAAABjYXO9pjsH0fMf50pzX3HdwBZfJxYprPmSkZK3UCyM8W1jAQUy8-3p5IIFqJG9e41SR5jKvQgqnL-Mb_OzMvJAOeidS42XOM7uelJuil6Ym7oTbGuDFWqYE5CLDoMFg3mgbEBIU8PThlzl2HYDC2JP6lDkxQ==,USA; Virginia; McLean,2022-05-29,,02/11/2022
380,Google,"Head of Strategy, Quantum AI",https://jobs.quantumapalooza.com/u/BgAAAAABjYXP25c5JFguFlIfBA60TYe_42TT2wZU51dngkZDDHyaCMplXcePkHlWBDltnEn-1lqHjBdwxsdYvT3VDMTpoLVY8Yhp42nJ8TBJGPCAiybf4LY0d1icK8Cfjst7mXqwyXbKbcFkDWgN4QgvJiHAE-MWSlg==,USA; California; Santa Barbara,2022-05-29,,02/11/2022
381,Q-CTRL Federal,Senior Product Manager,https://jobs.quantumapalooza.com/u/BgAAAAABjYXTY1yWz2WQloPRgiFPMZl5gzzYmbKmk_4Sf0aJfoWS1HU4vjiyPgX4SoOv18SkX6swk--iRGIUSvhEnwFaWy0O_HQqQcBd16Ot24h53XSUTt40-NJwYFxTJratQKqvldXpkCraS2KcNwBVcE49QwMUtaQ==,USA; California; Santa Barbara,2022-05-29,,02/11/2022
382,ColdQuanta,Vice President of Quantum Development,https://jobs.quantumapalooza.com/u/BgAAAAABjYXPWCx80WKmGqb07Go6AcfQBRcDtAeFfzv2JWWar3soOo4AZ1dS1WrBBJ_mj2yMnL_H1NbcSdwuVwFHX38D0JIWx1ZwCorw9vCJ-6xmWjtHKxQFiC9oQwkKr3esVck96zJuIkecU5ZjZ24v9mt6IXRKDXw==,USA; Colorado; Boulder,2022-05-28,,02/11/2022
383,IonQ,Senior Software Development Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjYXRXjl0_xbAiZ0Dcg3bxJfZfL6oQ51Louf5-d6RarnXGQIEXjh7a3nGpXLjYoKpKS3osdlbUfzOLJgG74xnZVwKnQp3rYoE6qKSC9I25Ql2YM2USt-VyrBCp4GIxiWTo87NitNATK-IynNbCH4S0FzpCEg==,USA; Washington; Seattle,2022-05-28,,02/11/2022
384,ColdQuanta,Sustaining Operations Manager,https://jobs.quantumapalooza.com/u/BgAAAAABjYXPVQ5R6iPXQvtZpuwcR7aaon_blldMlpjR5gueUp8wgybXNFpLwGFwFj2c6pZMFboUfalebCwbWPoKPJrWYCWPVlsiWPxCSWvbAU6RAUtdAGvLaJz3FI4ay_i5XbIe9cVlXbqXzuGJ13NrNZolR__bgug==,USA; Colorado; Boulder,2022-05-27,,02/11/2022
