,distance,number_of_the_match,official_code,official_job_name,matched_Title,matched_Description
462,190.08932,1,15-1221.00,Computer and Information Research Scientists,Research Assistant / Associate in Quantum Algorithms for the Simulation of Turbulent Flows,
463,126.21246,1,25-1054.00,"Physics Teachers, Postsecondary",Research Associate in Higgs physics at ATLAS § 28 Abs. 3 HmbHG,
464,271.7658,1,43-4141.00,New Accounts Clerks,Entry Level Data Engineer: 2023,
465,149.91121,1,11-9033.00,"Education Administrators, Postsecondary",Post-Doct Research Assoc,
466,140.00981,1,29-2033.00,Nuclear Medicine Technologists,"Research Fellow (Atomic physics / Quantum sensors), Centre for Quantum Technologies",
467,125.483734,1,19-2012.00,Physicists,Theoretical Quantum Information Scientist,
468,66.78455,1,15-1243.01,Data Warehousing Specialists,Data Engineer,
469,139.52542,1,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Entry-Level Systems Engineer,
470,94.973564,1,17-2112.03,Manufacturing Engineers,R&D Lab Engineer,
471,111.06067,1,17-2199.07,Photonics Engineers,Research Scientist - Quantum Communications,
472,137.33325,1,11-9199.01,Regulatory Affairs Managers,eGovernment Consultant (m/w/d),
473,150.96017,1,11-1021.00,General and Operations Managers,Manager Wasserstoffwirtschaft (w/m/d),
474,150.96017,1,11-1021.00,General and Operations Managers,Manager Wasserstoffwirtschaft (w/m/d),
475,109.10356,1,25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",Level B Lecturer Education Focussed (Development),
476,173.42953,1,25-1042.00,"Biological Science Teachers, Postsecondary",Postdoctoral Researcher: Governing the Acceleration of the Transition to Animal-free Safety Assessment,
477,153.46786,1,21-1019.00,"Counselors, All Other",Consultant Strahlenschutz (all genders),
478,125.982346,1,17-2199.05,Mechatronics Engineers,Tester/technik (m/f/d)- komunikačných systémov- dlhodobá brigáda,
479,206.5838,1,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors","Virtual Customer Service Team Manager (Fluent German & English Speaker) (f/m/d), Delivery Station Liaison",
480,171.65686,1,17-2112.00,Industrial Engineers,Global TSM - SIEMENS,
481,169.54204,1,55-3015.00,Command and Control Center Specialists,Solution Area Specialists (Cloud),
482,75.38313,1,17-2112.03,Manufacturing Engineers,Technology R&D Engineer,
483,76.67932,1,25-9043.00,"Teaching Assistants, Special Education",Lecturer in Primary Care (Teaching & Research),
484,61.65331,1,43-4051.00,Customer Service Representatives,Customer Service (Technical Support),
485,79.81369,1,19-2012.00,Physicists,Theoretical physicist or chemist (f/m/x),
486,97.10931,1,17-2199.07,Photonics Engineers,"Photonics Research Engineer, Early Career",
487,140.80396,1,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",Inside Sales Representative,
488,34.688667,1,13-2051.00,Financial and Investment Analysts,Financial Analyst,
489,147.02776,1,43-4061.00,"Eligibility Interviewers, Government Programs",Entry Level - Associate Data Scientist (Federal),
490,227.87796,1,25-1054.00,"Physics Teachers, Postsecondary","Student Researcher, BS, 2023",
491,154.85641,1,17-3026.01,Nanotechnology Engineering Technologists and Technicians,"Research Assistant / Associate (FPGA Engineer, NQCH), Centre for Quantum Technologies #Urgent",
492,60.743675,1,43-9061.00,"Office Clerks, General",Office Assistant,
493,125.70358,1,11-2022.00,Sales Managers,Account Manager - Hospitality Sales,
494,121.499466,1,25-1011.00,"Business Teachers, Postsecondary",Business Support Intern,
495,227.87796,1,25-1054.00,"Physics Teachers, Postsecondary","Student Researcher, BS, 2023",
496,228.8519,1,13-2011.00,Accountants and Auditors,Technical Service Engineer (China),
497,137.33327,1,11-9199.01,Regulatory Affairs Managers,eGovernment Consultant (m/w/d),
498,150.96017,1,11-1021.00,General and Operations Managers,Manager Wasserstoffwirtschaft (w/m/d),
499,150.96017,1,11-1021.00,General and Operations Managers,Manager Wasserstoffwirtschaft (w/m/d),
500,109.10356,1,25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",Level B Lecturer Education Focussed (Development),
501,173.42953,1,25-1042.00,"Biological Science Teachers, Postsecondary",Postdoctoral Researcher: Governing the Acceleration of the Transition to Animal-free Safety Assessment,
502,153.46786,1,21-1019.00,"Counselors, All Other",Consultant Strahlenschutz (all genders),
503,125.982346,1,17-2199.05,Mechatronics Engineers,Tester/technik (m/f/d)- komunikačných systémov- dlhodobá brigáda,
504,206.5838,1,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors","Virtual Customer Service Team Manager (Fluent German & English Speaker) (f/m/d), Delivery Station Liaison",
505,171.65686,1,17-2112.00,Industrial Engineers,Global TSM - SIEMENS,
506,169.54204,1,55-3015.00,Command and Control Center Specialists,Solution Area Specialists (Cloud),
507,75.38313,1,17-2112.03,Manufacturing Engineers,Technology R&D Engineer,
508,76.67932,1,25-9043.00,"Teaching Assistants, Special Education",Lecturer in Primary Care (Teaching & Research),
509,61.65331,1,43-4051.00,Customer Service Representatives,Customer Service (Technical Support),
510,79.81369,1,19-2012.00,Physicists,Theoretical physicist or chemist (f/m/x),
511,97.10931,1,17-2199.07,Photonics Engineers,"Photonics Research Engineer, Early Career",
512,140.80396,1,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",Inside Sales Representative,
513,34.688667,1,13-2051.00,Financial and Investment Analysts,Financial Analyst,
514,147.02776,1,43-4061.00,"Eligibility Interviewers, Government Programs",Entry Level - Associate Data Scientist (Federal),
515,227.87796,1,25-1054.00,"Physics Teachers, Postsecondary","Student Researcher, BS, 2023",
516,154.85641,1,17-3026.01,Nanotechnology Engineering Technologists and Technicians,"Research Assistant / Associate (FPGA Engineer, NQCH), Centre for Quantum Technologies #Urgent",
517,60.743675,1,43-9061.00,"Office Clerks, General",Office Assistant,
518,125.70358,1,11-2022.00,Sales Managers,Account Manager - Hospitality Sales,
519,121.499466,1,25-1011.00,"Business Teachers, Postsecondary",Business Support Intern,
520,227.87796,1,25-1054.00,"Physics Teachers, Postsecondary","Student Researcher, BS, 2023",
521,228.8519,1,13-2011.00,Accountants and Auditors,Technical Service Engineer (China),
522,99.10358,1,13-1199.07,Security Management Specialists,Partner Strategy Lead Security,
523,99.10358,1,13-1199.07,Security Management Specialists,Partner Strategy Lead Security,
524,138.80194,1,11-1011.00,Chief Executives,Senior Consultant Wasserstoffwirtschaft (w/m/d),
525,137.33327,1,11-9199.01,Regulatory Affairs Managers,eGovernment Consultant (m/w/d),
526,135.04906,1,43-6013.00,Medical Secretaries and Administrative Assistants,Manager / Agile Coach Medical Engineering (m/w/d) in Köln,
527,138.80194,1,11-1011.00,Chief Executives,Senior Consultant Wasserstoffwirtschaft (w/m/d),
528,182.066,1,55-2011.00,First-Line Supervisors of Air Crew Members,(Junior) Consultant - Luftfahrt/ Aviation (all genders),
529,147.27747,1,25-1031.00,"Architecture Teachers, Postsecondary",Internship - BI Solution Architect (m/f/d),
530,138.68999,1,13-1151.00,Training and Development Specialists,Experienced Enovia Training Instructor,
531,186.60307,1,25-1071.00,"Health Specialties Teachers, Postsecondary",Lecturer - Bachelor of International Public Health program,
532,148.1102,1,47-2082.00,Tapers,Beleidsmedewerker kennisveiligheid,
533,129.12013,1,25-1054.00,"Physics Teachers, Postsecondary",University Assistant/Associate Professor in Quantum Engineering,
534,136.63118,1,11-3061.00,Purchasing Managers,Export Coordinator,
535,216.78444,1,43-4141.00,New Accounts Clerks,September 2023 Start Project Manager Graduate Development Programme (GDP) NSC,
536,152.1272,1,29-9092.00,Genetic Counselors,Postdoctoral fellow in cryo-EM of human DNA replication,
537,139.52542,1,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Entry-Level Systems Engineer,
538,195.78415,1,25-1069.00,"Social Sciences Teachers, Postsecondary, All Other",Open Rank: Assistant/Associate/Full Professor - Multidisciplinary/Quantum Initiative,
539,114.04596,1,15-1252.00,Software Developers,Quantum Software Developer,
540,33.969666,1,13-1082.00,Project Management Specialists,Project Management,
541,231.5841,1,43-4141.00,New Accounts Clerks,Data Scientist - 2023 Entry Level Sales,
542,33.969666,1,13-1082.00,Project Management Specialists,Project Management,
543,46.895054,1,11-3012.00,Administrative Services Managers,Administrative Assistant,
544,186.18527,1,25-1032.00,"Engineering Teachers, Postsecondary",Research Engineer | Remote | Part-time,
545,100.817825,1,17-3029.08,Photonics Technicians,Research Assistant (Quantum photonics),
546,99.10358,1,13-1199.07,Security Management Specialists,Partner Strategy Lead Security,
547,99.10358,1,13-1199.07,Security Management Specialists,Partner Strategy Lead Security,
548,138.80194,1,11-1011.00,Chief Executives,Senior Consultant Wasserstoffwirtschaft (w/m/d),
549,137.33327,1,11-9199.01,Regulatory Affairs Managers,eGovernment Consultant (m/w/d),
550,135.04904,1,43-6013.00,Medical Secretaries and Administrative Assistants,Manager / Agile Coach Medical Engineering (m/w/d) in Köln,
551,138.80194,1,11-1011.00,Chief Executives,Senior Consultant Wasserstoffwirtschaft (w/m/d),
552,182.06604,1,55-2011.00,First-Line Supervisors of Air Crew Members,(Junior) Consultant - Luftfahrt/ Aviation (all genders),
553,147.27747,1,25-1031.00,"Architecture Teachers, Postsecondary",Internship - BI Solution Architect (m/f/d),
554,138.68999,1,13-1151.00,Training and Development Specialists,Experienced Enovia Training Instructor,
555,186.60307,1,25-1071.00,"Health Specialties Teachers, Postsecondary",Lecturer - Bachelor of International Public Health program,
556,148.1102,1,47-2082.00,Tapers,Beleidsmedewerker kennisveiligheid,
557,129.12013,1,25-1054.00,"Physics Teachers, Postsecondary",University Assistant/Associate Professor in Quantum Engineering,
558,136.63118,1,11-3061.00,Purchasing Managers,Export Coordinator,
559,216.78444,1,43-4141.00,New Accounts Clerks,September 2023 Start Project Manager Graduate Development Programme (GDP) NSC,
560,152.1272,1,29-9092.00,Genetic Counselors,Postdoctoral fellow in cryo-EM of human DNA replication,
561,139.52542,1,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Entry-Level Systems Engineer,
562,195.78415,1,25-1069.00,"Social Sciences Teachers, Postsecondary, All Other",Open Rank: Assistant/Associate/Full Professor - Multidisciplinary/Quantum Initiative,
563,114.04596,1,15-1252.00,Software Developers,Quantum Software Developer,
564,33.969666,1,13-1082.00,Project Management Specialists,Project Management,
565,231.5841,1,43-4141.00,New Accounts Clerks,Data Scientist - 2023 Entry Level Sales,
566,33.969666,1,13-1082.00,Project Management Specialists,Project Management,
567,46.895054,1,11-3012.00,Administrative Services Managers,Administrative Assistant,
568,186.18527,1,25-1032.00,"Engineering Teachers, Postsecondary",Research Engineer | Remote | Part-time,
569,100.817825,1,17-3029.08,Photonics Technicians,Research Assistant (Quantum photonics),
570,99.10358,1,13-1199.07,Security Management Specialists,Partner Strategy Lead Security,
571,138.80194,1,11-1011.00,Chief Executives,Senior Consultant Wasserstoffwirtschaft (w/m/d),
572,162.6984,1,11-9033.00,"Education Administrators, Postsecondary",Site Manager - Magdeburg,
573,155.50185,1,25-1199.00,"Postsecondary Teachers, All Other",Trainee IT Change Management / Organisationsentwicklung (all genders),
574,152.24117,1,25-1199.00,"Postsecondary Teachers, All Other",Manager Forschung und Entwicklung Quantencomputing (all genders),
575,161.76862,1,29-9021.00,Health Information Technologists and Medical Registrars,Manager / Agile Coach Medical Engineering (m/w/d) in München,
576,115.13159,1,11-9111.00,Medical and Health Services Managers,Manager / Agile Coach Medical Engineering (m/w/d),
577,182.68399,1,47-2082.00,Tapers,KONSTRUKTÖR TILL SKÖVDE,
578,122.42247,1,11-3071.00,"Transportation, Storage, and Distribution Managers",Pipeline to Pathways: Area Manager,
579,81.24678,1,25-9031.00,Instructional Coordinators,"Program Manager Learning Solutions, PARS Knowledgement Management",
580,155.50185,1,25-1199.00,"Postsecondary Teachers, All Other",Trainee IT Change Management / Organisationsentwicklung (all genders),
581,135.6034,1,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists","Analytical Consultant, Data and Insights (Fixed-Term Contract)",
582,71.25511,1,43-3051.00,Payroll and Timekeeping Clerks,Payroll Technician,
583,75.51869,1,25-1054.00,"Physics Teachers, Postsecondary",Assistant/Associate/Professor - Physics,
584,132.19824,1,15-1299.09,Information Technology Project Managers,"Global Technology Strategy, Senior Associate",
585,162.76598,1,17-2199.05,Mechatronics Engineers,Project Coordinator I - Quantum R&D,
586,154.05086,1,15-2031.00,Operations Research Analysts,Professional Research Assistant/Senior Professional Research Assistant,
587,107.0542,1,17-3027.00,Mechanical Engineering Technologists and Technicians,Mechanical Engineer (Entry level),
588,83.57463,1,11-3131.00,Training and Development Managers,Career Services Coordinator,
589,227.87796,1,25-1054.00,"Physics Teachers, Postsecondary","Student Researcher, BS, 2023",
590,19.911903,1,43-4051.00,Customer Service Representatives,Customer Service,
591,96.15274,1,17-3026.01,Nanotechnology Engineering Technologists and Technicians,Quantum Materials Scientist Industrial Placement,
592,88.72587,1,11-3031.03,Investment Fund Managers,Investor Relations Associate,
593,126.70859,1,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",Inside Sales Representative – Customer Service,
594,227.87796,1,25-1054.00,"Physics Teachers, Postsecondary","Student Researcher, BS, 2023",
595,99.10358,1,13-1199.07,Security Management Specialists,Partner Strategy Lead Security,
596,138.80194,1,11-1011.00,Chief Executives,Senior Consultant Wasserstoffwirtschaft (w/m/d),
597,162.6984,1,11-9033.00,"Education Administrators, Postsecondary",Site Manager - Magdeburg,
598,155.50185,1,25-1199.00,"Postsecondary Teachers, All Other",Trainee IT Change Management / Organisationsentwicklung (all genders),
599,152.24117,1,25-1199.00,"Postsecondary Teachers, All Other",Manager Forschung und Entwicklung Quantencomputing (all genders),
600,161.76862,1,29-9021.00,Health Information Technologists and Medical Registrars,Manager / Agile Coach Medical Engineering (m/w/d) in München,
601,115.13159,1,11-9111.00,Medical and Health Services Managers,Manager / Agile Coach Medical Engineering (m/w/d),
602,182.68399,1,47-2082.00,Tapers,KONSTRUKTÖR TILL SKÖVDE,
603,122.42247,1,11-3071.00,"Transportation, Storage, and Distribution Managers",Pipeline to Pathways: Area Manager,
604,81.24678,1,25-9031.00,Instructional Coordinators,"Program Manager Learning Solutions, PARS Knowledgement Management",
605,155.50185,1,25-1199.00,"Postsecondary Teachers, All Other",Trainee IT Change Management / Organisationsentwicklung (all genders),
606,135.6034,1,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists","Analytical Consultant, Data and Insights (Fixed-Term Contract)",
607,71.25511,1,43-3051.00,Payroll and Timekeeping Clerks,Payroll Technician,
608,75.51869,1,25-1054.00,"Physics Teachers, Postsecondary",Assistant/Associate/Professor - Physics,
609,132.19824,1,15-1299.09,Information Technology Project Managers,"Global Technology Strategy, Senior Associate",
610,162.76598,1,17-2199.05,Mechatronics Engineers,Project Coordinator I - Quantum R&D,
611,154.05086,1,15-2031.00,Operations Research Analysts,Professional Research Assistant/Senior Professional Research Assistant,
612,107.0542,1,17-3027.00,Mechanical Engineering Technologists and Technicians,Mechanical Engineer (Entry level),
613,83.57463,1,11-3131.00,Training and Development Managers,Career Services Coordinator,
614,227.87796,1,25-1054.00,"Physics Teachers, Postsecondary","Student Researcher, BS, 2023",
615,19.911903,1,43-4051.00,Customer Service Representatives,Customer Service,
616,96.15274,1,17-3026.01,Nanotechnology Engineering Technologists and Technicians,Quantum Materials Scientist Industrial Placement,
617,88.72587,1,11-3031.03,Investment Fund Managers,Investor Relations Associate,
618,126.70859,1,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",Inside Sales Representative – Customer Service,
619,227.87796,1,25-1054.00,"Physics Teachers, Postsecondary","Student Researcher, BS, 2023",
620,149.83469,1,25-1054.00,"Physics Teachers, Postsecondary",Postdoctoral position on the modeling of  silicon/germanium spin qubits,
621,164.5094,1,41-9099.00,"Sales and Related Workers, All Other",Charging Rolloutmanagement Consultant (all genders),
622,213.57964,1,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers","Yard Operations Lead, HAJ8 TOM Team",
623,219.5417,1,13-1041.00,Compliance Officers,Virtual Compliance Coordinator with Swedish,
624,218.31683,1,25-3031.00,"Substitute Teachers, Short-Term",Junior Cloud Architect,
625,204.61617,1,17-3029.01,Non-Destructive Testing Specialists,Agile coach,
626,91.90608,1,43-4051.00,Customer Service Representatives,"Customer Success Team Manager - Virtual , Delivery Station Liaison",
627,169.89954,1,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,"Senior / Principal Scientist, Plastics and Biomass Pyrolysis",
628,103.243,1,11-3013.00,Facilities Managers,TRUTHS System and Operations Manager,
629,186.60307,1,25-1071.00,"Health Specialties Teachers, Postsecondary",Lecturer - Bachelor of International Public Health program,
630,138.80194,1,11-1011.00,Chief Executives,Senior Consultant Wasserstoffwirtschaft (w/m/d),
631,110.525215,1,19-4099.01,Quality Control Analysts,Strategic Programs CSAM,
632,60.743687,1,43-9061.00,"Office Clerks, General",Office Assistant,
633,101.31165,1,15-1299.09,Information Technology Project Managers,Global Technology Applied Research Associate,
634,178.36102,1,15-1221.00,Computer and Information Research Scientists,"Seeking a Team Leader (W22097), RIKEN Center for Quantum Computing",
635,114.04596,1,15-1252.00,Software Developers,Quantum Software Developer,
636,114.04596,1,15-1252.00,Software Developers,Quantum Software Developer,
637,310.51376,1,25-1063.00,"Economics Teachers, Postsecondary",Lease Analyst – $75K to $90K per year,
638,225.11426,1,25-1054.00,"Physics Teachers, Postsecondary","Student Researcher, MS, 2023",
639,223.32988,1,19-2041.01,Climate Change Policy Analysts,2022 Hybrid Cloud Transformation-Associates Consultant,
640,163.15189,1,25-1021.00,"Computer Science Teachers, Postsecondary",IBM StudentInnen-Teilzeitjob: Projektmanagement (w/m/x),
641,115.22515,1,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,Electronics Instructor,
642,57.860626,1,43-9061.00,"Office Clerks, General",Office Manager,
643,152.20824,1,11-3013.01,Security Managers,Quantum Security Operations Intern,
644,60.743675,1,43-9061.00,"Office Clerks, General",Office Assistant,
645,149.83469,1,25-1054.00,"Physics Teachers, Postsecondary",Postdoctoral position on the modeling of  silicon/germanium spin qubits,
646,164.5094,1,41-9099.00,"Sales and Related Workers, All Other",Charging Rolloutmanagement Consultant (all genders),
647,213.57964,1,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers","Yard Operations Lead, HAJ8 TOM Team",
648,219.5417,1,13-1041.00,Compliance Officers,Virtual Compliance Coordinator with Swedish,
649,218.31683,1,25-3031.00,"Substitute Teachers, Short-Term",Junior Cloud Architect,
650,204.61617,1,17-3029.01,Non-Destructive Testing Specialists,Agile coach,
651,91.90608,1,43-4051.00,Customer Service Representatives,"Customer Success Team Manager - Virtual , Delivery Station Liaison",
652,169.89954,1,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,"Senior / Principal Scientist, Plastics and Biomass Pyrolysis",
653,103.243,1,11-3013.00,Facilities Managers,TRUTHS System and Operations Manager,
654,186.60307,1,25-1071.00,"Health Specialties Teachers, Postsecondary",Lecturer - Bachelor of International Public Health program,
655,138.80194,1,11-1011.00,Chief Executives,Senior Consultant Wasserstoffwirtschaft (w/m/d),
656,110.525215,1,19-4099.01,Quality Control Analysts,Strategic Programs CSAM,
657,60.743675,1,43-9061.00,"Office Clerks, General",Office Assistant,
658,101.31165,1,15-1299.09,Information Technology Project Managers,Global Technology Applied Research Associate,
659,178.36102,1,15-1221.00,Computer and Information Research Scientists,"Seeking a Team Leader (W22097), RIKEN Center for Quantum Computing",
660,114.04596,1,15-1252.00,Software Developers,Quantum Software Developer,
661,114.04596,1,15-1252.00,Software Developers,Quantum Software Developer,
662,310.51376,1,25-1063.00,"Economics Teachers, Postsecondary",Lease Analyst – $75K to $90K per year,
663,225.11426,1,25-1054.00,"Physics Teachers, Postsecondary","Student Researcher, MS, 2023",
664,223.32988,1,19-2041.01,Climate Change Policy Analysts,2022 Hybrid Cloud Transformation-Associates Consultant,
665,163.15189,1,25-1021.00,"Computer Science Teachers, Postsecondary",IBM StudentInnen-Teilzeitjob: Projektmanagement (w/m/x),
666,115.22515,1,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,Electronics Instructor,
667,57.860626,1,43-9061.00,"Office Clerks, General",Office Manager,
668,152.20824,1,11-3013.01,Security Managers,Quantum Security Operations Intern,
669,60.743675,1,43-9061.00,"Office Clerks, General",Office Assistant,
670,135.09113,1,27-3099.00,"Media and Communication Workers, All Other",Consultant Netzplanung (all genders),
671,99.10358,1,13-1199.07,Security Management Specialists,Partner Strategy Lead Security,
672,165.96033,1,19-3099.00,"Social Scientists and Related Workers, All Other",Account Leadership Manager Research & Development (all genders),
673,162.94388,1,27-3099.00,"Media and Communication Workers, All Other",eMobility Charging Consultant (all genders),
674,213.85004,1,27-1021.00,Commercial and Industrial Designers,Manager / Senior Manager Fördermittelberatung / Forschung (m/w/d) in Hamburg,
675,186.60307,1,25-1071.00,"Health Specialties Teachers, Postsecondary",Lecturer - Bachelor of International Public Health program,
676,182.06604,1,55-2011.00,First-Line Supervisors of Air Crew Members,(Junior) Consultant - Luftfahrt/ Aviation (all genders),
677,156.61894,1,27-3099.00,"Media and Communication Workers, All Other",Ingenieur kerntechnische Entsorgung (all genders),
678,155.97,1,27-3099.00,"Media and Communication Workers, All Other",Consultant im agilen Projektmanagement (all genders),
679,230.06941,1,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Consultant / Manager International Remote Work Advisory (m/w/d) in Stuttgart,
680,129.57907,1,33-3051.04,Customs and Border Protection Officers,Immigration Knowledge Management Specialist,
681,96.80369,1,15-1299.09,Information Technology Project Managers,"Technical Program Manager, Frontier Networking",
682,173.40515,1,19-2099.01,Remote Sensing Scientists and Technologists,Research Engineer | Remote | Full-time,
683,309.50726,1,39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",Assistant Operator – Evening Shift – $20 per hour,
684,225.11426,1,25-1054.00,"Physics Teachers, Postsecondary","Student Researcher, MS, 2023",
685,359.4755,1,13-2099.00,"Financial Specialists, All Other",Accounts Payable Technician – Up to $50K per year!,
686,162.11436,1,25-1011.00,"Business Teachers, Postsecondary",Working Student Sales (m/f/d),
687,174.55878,1,43-4111.00,"Interviewers, Except Eligibility and Loan",Research Associate-Fixed Term,
688,138.74896,1,15-1299.09,Information Technology Project Managers,Executive Director for Innovation & Strategic Initiatives,
689,56.229713,1,21-1091.00,Health Education Specialists,Health Care Recruiter,
690,75.94934,1,17-2199.07,Photonics Engineers,"Research Engineer, Photonics and Quantum Prototypes",
691,127.14833,1,19-2012.00,Physicists,Project Officer (Quantum Thermodynamics/Many-body Physics),
692,127.14833,1,19-2012.00,Physicists,Project Officer (Quantum Thermodynamics/Many-body Physics),
693,127.17032,1,17-3011.00,Architectural and Civil Drafters,Réceptionniste – adjoint de bureau – construction,
694,54.085518,1,19-2012.00,Physicists,Quantum Physicist,
695,135.09113,1,27-3099.00,"Media and Communication Workers, All Other",Consultant Netzplanung (all genders),
696,99.10358,1,13-1199.07,Security Management Specialists,Partner Strategy Lead Security,
697,165.96033,1,19-3099.00,"Social Scientists and Related Workers, All Other",Account Leadership Manager Research & Development (all genders),
698,162.94388,1,27-3099.00,"Media and Communication Workers, All Other",eMobility Charging Consultant (all genders),
699,213.85004,1,27-1021.00,Commercial and Industrial Designers,Manager / Senior Manager Fördermittelberatung / Forschung (m/w/d) in Hamburg,
700,186.60307,1,25-1071.00,"Health Specialties Teachers, Postsecondary",Lecturer - Bachelor of International Public Health program,
701,182.066,1,55-2011.00,First-Line Supervisors of Air Crew Members,(Junior) Consultant - Luftfahrt/ Aviation (all genders),
702,156.61894,1,27-3099.00,"Media and Communication Workers, All Other",Ingenieur kerntechnische Entsorgung (all genders),
703,155.97,1,27-3099.00,"Media and Communication Workers, All Other",Consultant im agilen Projektmanagement (all genders),
704,230.06941,1,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Consultant / Manager International Remote Work Advisory (m/w/d) in Stuttgart,
705,129.57907,1,33-3051.04,Customs and Border Protection Officers,Immigration Knowledge Management Specialist,
706,96.80369,1,15-1299.09,Information Technology Project Managers,"Technical Program Manager, Frontier Networking",
707,173.40515,1,19-2099.01,Remote Sensing Scientists and Technologists,Research Engineer | Remote | Full-time,
708,309.50726,1,39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",Assistant Operator – Evening Shift – $20 per hour,
709,225.11426,1,25-1054.00,"Physics Teachers, Postsecondary","Student Researcher, MS, 2023",
710,359.4755,1,13-2099.00,"Financial Specialists, All Other",Accounts Payable Technician – Up to $50K per year!,
711,162.11436,1,25-1011.00,"Business Teachers, Postsecondary",Working Student Sales (m/f/d),
712,174.55878,1,43-4111.00,"Interviewers, Except Eligibility and Loan",Research Associate-Fixed Term,
713,138.74896,1,15-1299.09,Information Technology Project Managers,Executive Director for Innovation & Strategic Initiatives,
714,56.229713,1,21-1091.00,Health Education Specialists,Health Care Recruiter,
715,75.94934,1,17-2199.07,Photonics Engineers,"Research Engineer, Photonics and Quantum Prototypes",
716,127.14833,1,19-2012.00,Physicists,Project Officer (Quantum Thermodynamics/Many-body Physics),
717,127.14833,1,19-2012.00,Physicists,Project Officer (Quantum Thermodynamics/Many-body Physics),
718,127.17032,1,17-3011.00,Architectural and Civil Drafters,Réceptionniste – adjoint de bureau – construction,
719,54.085518,1,19-2012.00,Physicists,Quantum Physicist,
720,166.0465,1,29-1291.00,Acupuncturists,Ingénieur en caractérisation de composants IIIV pour l'imagerie InfraRouge H/F,
721,210.62619,1,27-2012.05,Media Technical Directors/Managers,Manager / Senior Manager Fördermittelberatung / Forschung (m/w/d) in München,
722,129.6843,1,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",Analyst/Consultant Workforce Transformation / Human Capital (m/w/d) in Köln,
723,119.435196,1,19-4099.01,Quality Control Analysts,Solution Area Specialist,
724,168.07762,1,47-4091.00,Segmental Pavers,PRODUKTIONSINGENJÖR TILL SKÖVDE,
725,161.91022,1,13-2082.00,Tax Preparers,(Junior) Project Manager (PMO) - Tax (m/w/d) in Köln,
726,276.18,1,25-2057.00,"Special Education Teachers, Middle School","Deep Learning Intern (4 months), Netherlands",
727,156.61894,1,27-3099.00,"Media and Communication Workers, All Other",Ingenieur kerntechnische Entsorgung (all genders),
728,186.60307,1,25-1071.00,"Health Specialties Teachers, Postsecondary",Lecturer - Bachelor of International Public Health program,
729,162.33311,1,11-9199.01,Regulatory Affairs Managers,Manager en conduite du changement Bordeaux (F/H),
730,143.22025,1,25-1032.00,"Engineering Teachers, Postsecondary",Expression of Interest: Field Engineering Intern,
731,186.6987,1,11-9199.10,Wind Energy Development Managers,Consultant - Cloud Transformation (m/w/d) in Köln,
732,39.572998,1,11-3061.00,Purchasing Managers,Purchasing Coordinator,
733,140.80396,1,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",Inside Sales Representative,
734,110.719986,1,17-2112.03,Manufacturing Engineers,Packaging Technical Designer,
735,208.58879,1,25-1054.00,"Physics Teachers, Postsecondary","Experimental Postdoctoral Research Fellow, Institute for Quantum Studies, Jan 2023",
736,175.90054,1,11-3121.00,Human Resources Managers,HR Administrator – Junior,
737,102.99367,1,25-1022.00,"Mathematical Science Teachers, Postsecondary",Assistant Professors of Computational Applied Mathematics and Operations Research,
738,52.350517,1,19-2099.01,Remote Sensing Scientists and Technologists,"Research Engineer, Remote Sensing",
739,88.747604,1,27-3042.00,Technical Writers,Technician Coordinator,
740,84.69529,1,13-2051.00,Financial and Investment Analysts,Analyste financier,
741,126.17728,1,17-2199.07,Photonics Engineers,"Quantum Engineer, Experiments (m/w/d)",
742,90.0354,1,11-3031.00,Financial Managers,Account Manager,
743,174.55878,1,43-4111.00,"Interviewers, Except Eligibility and Loan",Research Associate-Fixed Term,
