,distance,number_of_the_match,official_code,official_job_name,matched_Title,matched_Description
46,127.351456,1,41-9012.00,Models,IT Support,
47,272.9777,1,43-4141.00,New Accounts Clerks,Innovation and Research Intern (Summer 2023),
48,307.70776,1,55-2013.00,First-Line Supervisors of All Other Tactical Operations Specialists,Talent and Culture Consultant – Up to $95K + Full Benefits from Day 1!,
49,183.08548,1,29-2011.04,Histotechnologists,"Research Fellow (David Wilkowski ''''s Group), Centre for Quantum Technologies #Urgent",
50,49.32558,1,19-2012.00,Physicists,Scientist/Physicist,
51,153.4844,1,17-2199.07,Photonics Engineers,"Research Fellow, (Ultra-stable Cavities) Centre For Quantum Technologies",
52,189.0086,1,29-2011.04,Histotechnologists,"Research Fellow (David Wilkowski ''''''''s Group), Centre for Quantum Technologies #Urgent",
53,125.6709,1,17-3029.08,Photonics Technicians,Staff Quantum Optical Research Scientist,
54,84.16521,1,13-1082.00,Project Management Specialists,Assistant Project Manager,
55,150.86241,1,17-2199.07,Photonics Engineers,"Research Fellow, Quantum Information Processing, Centre For Quantum Technologies",
56,362.45837,1,13-2099.00,"Financial Specialists, All Other",Customer Service / Data Entry Specialist – Up to $50K annually + Benefits!,
57,244.84366,1,43-3099.00,"Financial Clerks, All Other",Many General Work Positions Available – Salary Between $16 and $19 per hour,
58,182.24503,1,29-2011.04,Histotechnologists,"Research Fellow (David Wilkowski ''s Group), Centre for Quantum Technologies #Urgent",
59,73.832634,1,13-1082.00,Project Management Specialists,Project Lead,
60,177.03534,1,15-1221.00,Computer and Information Research Scientists,Research Fellow (Multi-party Quantum Cryptography) Centre for Quantum Technologies,
61,100.24539,1,25-1054.00,"Physics Teachers, Postsecondary",Intern - Physics Undergraduate R&D,
62,90.0354,1,11-3031.00,Financial Managers,Account Manager,
63,33.969666,1,13-1082.00,Project Management Specialists,Project Management,
64,60.878044,1,13-1161.00,Market Research Analysts and Marketing Specialists,Marketing and Research Coordinator,
65,45.011192,1,15-2051.01,Business Intelligence Analysts,Business Analyst,
66,164.05968,1,25-1032.00,"Engineering Teachers, Postsecondary","Research Engineer, Intern - Career Fairs",
67,105.60034,1,29-9091.00,Athletic Trainers,Trainer,
68,215.29677,1,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Associate Consultant (Entry Level): Toronto/Calgary/Ottawa,
69,162.8743,1,17-2112.03,Manufacturing Engineers,Research Engineer - Career Fairs,
70,151.43126,1,17-2199.07,Photonics Engineers,"Research Fellow, Quantum Communication Theory ,Centre for Quantum Technologies",
71,127.351456,1,41-9012.00,Models,IT Support,
72,272.9777,1,43-4141.00,New Accounts Clerks,Innovation and Research Intern (Summer 2023),
73,307.70776,1,55-2013.00,First-Line Supervisors of All Other Tactical Operations Specialists,Talent and Culture Consultant – Up to $95K + Full Benefits from Day 1!,
74,136.1419,1,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Trainee - Customer Success Manager/Architect (w/m/x),
75,144.30429,1,11-9033.00,"Education Administrators, Postsecondary",Account Management - Education K12 - Public Sector,
76,144.30429,1,11-9033.00,"Education Administrators, Postsecondary",Account Management - Education K12 - Public Sector,
77,69.324234,1,11-3131.00,Training and Development Managers,Learning & Development Manager (m/w/d),
78,144.30429,1,11-9033.00,"Education Administrators, Postsecondary",Account Management - Education K12 - Public Sector,
79,136.1419,1,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Trainee - Customer Success Manager/Architect (w/m/x),
80,144.30429,1,11-9033.00,"Education Administrators, Postsecondary",Account Management - Education K12 - Public Sector,
81,163.41995,1,29-1291.00,Acupuncturists,Pályakezdő Adótanácsadó - Pécs,
82,144.30429,1,11-9033.00,"Education Administrators, Postsecondary",Account Management - Education K12 - Public Sector,
83,137.13258,1,15-1254.00,Web Developers,Blended learning developer,
84,150.4753,1,15-1299.04,Penetration Testers,Testingenieur für Mikroskopie Systeme (w/m/d),
85,177.03534,1,15-1221.00,Computer and Information Research Scientists,Research Fellow (Multi-party Quantum Cryptography) Centre for Quantum Technologies,
86,215.29677,1,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Associate Consultant (Entry Level): Toronto/Calgary/Ottawa,
87,235.61537,1,13-1199.05,Sustainability Specialists,Entry Level Sustainability Software Consultant: 2023,
88,105.60034,1,29-9091.00,Athletic Trainers,Trainer,
89,60.743675,1,43-9061.00,"Office Clerks, General",Office Assistant,
90,143.69287,1,15-2051.00,Data Scientists,Scientific Sales,
91,124.10113,1,15-2031.00,Operations Research Analysts,Research Assistant,
92,126.70527,1,15-2051.01,Business Intelligence Analysts,Business Development Analyst in Quantum Sensing,
93,209.39676,1,27-2012.04,Talent Directors,2023 Associates - Strategy Consultant,
94,83.972534,1,17-2199.07,Photonics Engineers,Quantum Engineering,
95,370.39032,1,39-1013.00,First-Line Supervisors of Gambling Services Workers,Customer Service / Data Entry Specialist – Up to $50K per year!,
96,130.83043,1,15-2031.00,Operations Research Analysts,Research Associate,
97,201.95264,1,15-2051.00,Data Scientists,Open Rank - Research Faculty,
98,136.1419,1,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Trainee - Customer Success Manager/Architect (w/m/x),
99,144.30429,1,11-9033.00,"Education Administrators, Postsecondary",Account Management - Education K12 - Public Sector,
100,144.30429,1,11-9033.00,"Education Administrators, Postsecondary",Account Management - Education K12 - Public Sector,
101,69.324234,1,11-3131.00,Training and Development Managers,Learning & Development Manager (m/w/d),
102,144.30429,1,11-9033.00,"Education Administrators, Postsecondary",Account Management - Education K12 - Public Sector,
103,136.1419,1,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Trainee - Customer Success Manager/Architect (w/m/x),
104,144.30429,1,11-9033.00,"Education Administrators, Postsecondary",Account Management - Education K12 - Public Sector,
105,163.41995,1,29-1291.00,Acupuncturists,Pályakezdő Adótanácsadó - Pécs,
106,144.30429,1,11-9033.00,"Education Administrators, Postsecondary",Account Management - Education K12 - Public Sector,
107,137.13258,1,15-1254.00,Web Developers,Blended learning developer,
108,150.4753,1,15-1299.04,Penetration Testers,Testingenieur für Mikroskopie Systeme (w/m/d),
109,177.03534,1,15-1221.00,Computer and Information Research Scientists,Research Fellow (Multi-party Quantum Cryptography) Centre for Quantum Technologies,
110,215.29677,1,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Associate Consultant (Entry Level): Toronto/Calgary/Ottawa,
111,235.61537,1,13-1199.05,Sustainability Specialists,Entry Level Sustainability Software Consultant: 2023,
112,105.60034,1,29-9091.00,Athletic Trainers,Trainer,
113,60.743675,1,43-9061.00,"Office Clerks, General",Office Assistant,
114,143.69287,1,15-2051.00,Data Scientists,Scientific Sales,
115,124.10113,1,15-2031.00,Operations Research Analysts,Research Assistant,
116,126.70527,1,15-2051.01,Business Intelligence Analysts,Business Development Analyst in Quantum Sensing,
117,209.39676,1,27-2012.04,Talent Directors,2023 Associates - Strategy Consultant,
118,83.972534,1,17-2199.07,Photonics Engineers,Quantum Engineering,
119,370.39032,1,39-1013.00,First-Line Supervisors of Gambling Services Workers,Customer Service / Data Entry Specialist – Up to $50K per year!,
120,130.83043,1,15-2031.00,Operations Research Analysts,Research Associate,
121,201.95264,1,15-2051.00,Data Scientists,Open Rank - Research Faculty,
122,178.3204,1,19-4099.00,"Life, Physical, and Social Science Technicians, All Other",Service Robotics Innovation Strategist / Manager (all genders),
123,136.1419,1,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Trainee - Customer Success Manager/Architect (w/m/x),
124,206.03725,1,25-1054.00,"Physics Teachers, Postsecondary",Assistant Manager Athlete Science Lab (m/f/d) Temp until 30.04.2026,
125,136.1419,1,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Trainee - Customer Success Manager/Architect (w/m/x),
126,204.96152,1,11-9033.00,"Education Administrators, Postsecondary",Learning Program Manager Risk Advisory & Onboarding (m/w/d) in Hamburg,
127,150.4753,1,15-1299.04,Penetration Testers,Testingenieur für Mikroskopie Systeme (w/m/d),
128,163.41995,1,29-1291.00,Acupuncturists,Pályakezdő Adótanácsadó - Pécs,
129,178.3204,1,19-4099.00,"Life, Physical, and Social Science Technicians, All Other",Service Robotics Innovation Strategist / Manager (all genders),
130,76.98989,1,43-4051.00,Customer Service Representatives,Customer Content Specialist (m/f/d),
131,141.98018,1,13-2031.00,Budget Analysts,Senior Economist/Research Manager (m/w/d),
132,124.831055,1,11-3071.04,Supply Chain Managers,"CS Team Manager - Virtual , Delivery Station Liaison",
133,44.56997,1,13-1151.00,Training and Development Specialists,Training Coordinator,
134,174.7077,1,17-2199.07,Photonics Engineers,"Research Fellow (David Wilkowski 's Group), Centre for Quantum Technologies",
135,143.41284,1,11-1021.00,General and Operations Managers,General Application,
136,251.60614,1,43-4141.00,New Accounts Clerks,International Intern Innovation and Research (Spring 2023),
137,196.41,1,25-1052.00,"Chemistry Teachers, Postsecondary",Research Associate for the Project “Optimising and probing 2D superfluidity in ultracold gases” § 28 Subsection 3 HmbHG,
138,227.87796,1,25-1054.00,"Physics Teachers, Postsecondary","Student Researcher, BS, 2023",
139,304.0359,1,43-3099.00,"Financial Clerks, All Other",Executive Assistant – Up to $70K Annually!,
140,138.76335,1,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Entry Level - Associate Consultant (Commercial),
141,156.88348,1,13-1199.04,Business Continuity Planners,2023 Associates - Business Transformation Consultant,
142,105.60034,1,29-9091.00,Athletic Trainers,Trainer,
143,75.04698,1,27-3042.00,Technical Writers,Technical Instructor,
144,224.35587,1,15-1299.07,Blockchain Engineers,"Research Fellow, Disorder and Interactions in Topological Lattices #Immediate",
145,144.17133,1,19-4099.01,Quality Control Analysts,Initiative Application (m/w/d),
146,175.61554,1,15-1299.01,Web Administrators,Open application,
147,178.3204,1,19-4099.00,"Life, Physical, and Social Science Technicians, All Other",Service Robotics Innovation Strategist / Manager (all genders),
148,136.1419,1,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Trainee - Customer Success Manager/Architect (w/m/x),
149,206.03725,1,25-1054.00,"Physics Teachers, Postsecondary",Assistant Manager Athlete Science Lab (m/f/d) Temp until 30.04.2026,
150,136.1419,1,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Trainee - Customer Success Manager/Architect (w/m/x),
151,204.96152,1,11-9033.00,"Education Administrators, Postsecondary",Learning Program Manager Risk Advisory & Onboarding (m/w/d) in Hamburg,
152,150.4753,1,15-1299.04,Penetration Testers,Testingenieur für Mikroskopie Systeme (w/m/d),
153,163.41995,1,29-1291.00,Acupuncturists,Pályakezdő Adótanácsadó - Pécs,
154,178.3204,1,19-4099.00,"Life, Physical, and Social Science Technicians, All Other",Service Robotics Innovation Strategist / Manager (all genders),
155,76.98989,1,43-4051.00,Customer Service Representatives,Customer Content Specialist (m/f/d),
156,141.98018,1,13-2031.00,Budget Analysts,Senior Economist/Research Manager (m/w/d),
157,124.831055,1,11-3071.04,Supply Chain Managers,"CS Team Manager - Virtual , Delivery Station Liaison",
158,44.56997,1,13-1151.00,Training and Development Specialists,Training Coordinator,
159,174.7077,1,17-2199.07,Photonics Engineers,"Research Fellow (David Wilkowski 's Group), Centre for Quantum Technologies",
160,143.41284,1,11-1021.00,General and Operations Managers,General Application,
161,251.60614,1,43-4141.00,New Accounts Clerks,International Intern Innovation and Research (Spring 2023),
162,196.41,1,25-1052.00,"Chemistry Teachers, Postsecondary",Research Associate for the Project “Optimising and probing 2D superfluidity in ultracold gases” § 28 Subsection 3 HmbHG,
163,227.87796,1,25-1054.00,"Physics Teachers, Postsecondary","Student Researcher, BS, 2023",
164,304.0359,1,43-3099.00,"Financial Clerks, All Other",Executive Assistant – Up to $70K Annually!,
165,138.76335,1,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Entry Level - Associate Consultant (Commercial),
166,156.88348,1,13-1199.04,Business Continuity Planners,2023 Associates - Business Transformation Consultant,
167,105.60034,1,29-9091.00,Athletic Trainers,Trainer,
168,75.04698,1,27-3042.00,Technical Writers,Technical Instructor,
169,224.35587,1,15-1299.07,Blockchain Engineers,"Research Fellow, Disorder and Interactions in Topological Lattices #Immediate",
170,144.17133,1,19-4099.01,Quality Control Analysts,Initiative Application (m/w/d),
171,175.61554,1,15-1299.01,Web Administrators,Open application,
172,136.1419,1,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Trainee - Customer Success Manager/Architect (w/m/x),
173,178.3204,1,19-4099.00,"Life, Physical, and Social Science Technicians, All Other",Service Robotics Innovation Strategist / Manager (all genders),
174,184.86319,1,25-1011.00,"Business Teachers, Postsecondary","Learning Program Manager B2B, Learning and Development, Amazon Business EU",
175,178.3204,1,19-4099.00,"Life, Physical, and Social Science Technicians, All Other",Service Robotics Innovation Strategist / Manager (all genders),
176,84.40752,1,15-2051.00,Data Scientists,Coordinator Data Science,
177,119.80939,1,15-2051.01,Business Intelligence Analysts,"Research Associate, School of Business",
178,100.63988,1,25-9031.00,Instructional Coordinators,Snr Delivery Service Partner (DSP) Learning Manager,
179,87.88771,1,25-9031.00,Instructional Coordinators,Learning Technology Manager,
180,142.14474,1,13-1199.05,Sustainability Specialists,EU Sustainability - Tech Innovation Manager,
181,76.67932,1,25-9043.00,"Teaching Assistants, Special Education",Lecturer in Primary Care (Teaching & Research),
182,103.72948,1,29-2011.04,Histotechnologists,Research Support Engineer / Technicus Stevin Lab,
183,76.67932,1,25-9043.00,"Teaching Assistants, Special Education",Lecturer in Primary Care (Teaching & Research),
184,75.04698,1,27-3042.00,Technical Writers,Technical Instructor,
185,133.47348,1,41-9031.00,Sales Engineers,(Junior) Sales Manager (m/f/d),
186,82.503265,1,19-2032.00,Materials Scientists,Research Engineer,
187,52.350517,1,19-2099.01,Remote Sensing Scientists and Technologists,"Research Engineer, Remote Sensing",
188,180.77365,1,43-4111.00,"Interviewers, Except Eligibility and Loan",Unsolicited Application for Students (f/m/d) and Professionals (f/m/d),
189,156.88348,1,13-1199.04,Business Continuity Planners,2023 Associates - Business Transformation Consultant,
190,138.76335,1,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Entry Level - Associate Consultant (Commercial),
191,119.17378,1,15-1299.06,Digital Forensics Analysts,Research Associate - Digital,
192,45.011192,1,15-2051.01,Business Intelligence Analysts,Business Analyst,
193,200.6241,1,15-2051.00,Data Scientists,Research Associate for the Project “QuantumHiFi - High fidelity quantum networks” § 28 Subsection 3 HmbHG,
194,164.33403,1,17-2199.07,Photonics Engineers,Research Fellow (Microfabricated Optical Clocks)Centre for Quantum Technologies,
195,175.61554,1,15-1299.01,Web Administrators,Open application,
196,179.879,1,15-1221.00,Computer and Information Research Scientists,"Senior Research Fellow (Quantum Optics), Centre For Quantum Technologies",
197,136.1419,1,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Trainee - Customer Success Manager/Architect (w/m/x),
198,178.3204,1,19-4099.00,"Life, Physical, and Social Science Technicians, All Other",Service Robotics Innovation Strategist / Manager (all genders),
199,184.86319,1,25-1011.00,"Business Teachers, Postsecondary","Learning Program Manager B2B, Learning and Development, Amazon Business EU",
200,178.3204,1,19-4099.00,"Life, Physical, and Social Science Technicians, All Other",Service Robotics Innovation Strategist / Manager (all genders),
201,84.40752,1,15-2051.00,Data Scientists,Coordinator Data Science,
202,119.80939,1,15-2051.01,Business Intelligence Analysts,"Research Associate, School of Business",
203,100.63988,1,25-9031.00,Instructional Coordinators,Snr Delivery Service Partner (DSP) Learning Manager,
204,87.88771,1,25-9031.00,Instructional Coordinators,Learning Technology Manager,
205,142.14474,1,13-1199.05,Sustainability Specialists,EU Sustainability - Tech Innovation Manager,
206,76.67932,1,25-9043.00,"Teaching Assistants, Special Education",Lecturer in Primary Care (Teaching & Research),
207,103.72948,1,29-2011.04,Histotechnologists,Research Support Engineer / Technicus Stevin Lab,
208,76.67932,1,25-9043.00,"Teaching Assistants, Special Education",Lecturer in Primary Care (Teaching & Research),
209,75.04698,1,27-3042.00,Technical Writers,Technical Instructor,
210,133.47348,1,41-9031.00,Sales Engineers,(Junior) Sales Manager (m/f/d),
211,82.503265,1,19-2032.00,Materials Scientists,Research Engineer,
212,52.350517,1,19-2099.01,Remote Sensing Scientists and Technologists,"Research Engineer, Remote Sensing",
213,180.77365,1,43-4111.00,"Interviewers, Except Eligibility and Loan",Unsolicited Application for Students (f/m/d) and Professionals (f/m/d),
214,156.88348,1,13-1199.04,Business Continuity Planners,2023 Associates - Business Transformation Consultant,
215,138.76335,1,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Entry Level - Associate Consultant (Commercial),
216,119.17378,1,15-1299.06,Digital Forensics Analysts,Research Associate - Digital,
217,45.011192,1,15-2051.01,Business Intelligence Analysts,Business Analyst,
218,200.6241,1,15-2051.00,Data Scientists,Research Associate for the Project “QuantumHiFi - High fidelity quantum networks” § 28 Subsection 3 HmbHG,
219,164.33403,1,17-2199.07,Photonics Engineers,Research Fellow (Microfabricated Optical Clocks)Centre for Quantum Technologies,
220,175.61554,1,15-1299.01,Web Administrators,Open application,
221,179.879,1,15-1221.00,Computer and Information Research Scientists,"Senior Research Fellow (Quantum Optics), Centre For Quantum Technologies",
222,178.3204,1,19-4099.00,"Life, Physical, and Social Science Technicians, All Other",Service Robotics Innovation Strategist / Manager (all genders),
223,178.3204,1,19-4099.00,"Life, Physical, and Social Science Technicians, All Other",Service Robotics Innovation Strategist / Manager (all genders),
224,178.3204,1,19-4099.00,"Life, Physical, and Social Science Technicians, All Other",Service Robotics Innovation Strategist / Manager (all genders),
225,137.33325,1,11-9199.01,Regulatory Affairs Managers,eGovernment Consultant (m/w/d),
226,111.63382,1,25-9044.00,"Teaching Assistants, Postsecondary",Lecturer in General Practice (Teaching & Research),
227,178.3204,1,19-4099.00,"Life, Physical, and Social Science Technicians, All Other",Service Robotics Innovation Strategist / Manager (all genders),
228,141.19499,1,55-3015.00,Command and Control Center Specialists,Operational Trainer (m/w/d),
229,76.67932,1,25-9043.00,"Teaching Assistants, Special Education",Lecturer in Primary Care (Teaching & Research),
230,137.33325,1,11-9199.01,Regulatory Affairs Managers,eGovernment Consultant (m/w/d),
231,198.21024,1,11-9121.01,Clinical Research Coordinators,Research Intern: Molecular Modeling and Dynamics for Drug Discovery,
232,111.63382,1,25-9044.00,"Teaching Assistants, Postsecondary",Lecturer in General Practice (Teaching & Research),
233,140.45177,1,47-4099.03,Weatherization Installers and Technicians,"Assistant Professors in Weather and Climate Science, Earth Observation, and Air Quality",
234,130.83043,1,15-2031.00,Operations Research Analysts,Research Associate,
235,135.93968,1,29-2011.04,Histotechnologists,Research Fellow (Electronics Engineer) Centre For Quantum Technologies #Urgent,
236,187.52286,1,25-9044.00,"Teaching Assistants, Postsecondary",Junior Product Manager (m/w/d),
237,138.76335,1,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Entry Level - Associate Consultant (Commercial),
238,154.66827,1,19-4099.01,Quality Control Analysts,Représentant des pièces / vente – secteur industriel,
239,200.20251,1,39-9041.00,Residential Advisors,VC Intern,
240,164.33403,1,17-2199.07,Photonics Engineers,Research Fellow (Microfabricated Optical Clocks)Centre for Quantum Technologies,
241,235.61537,1,13-1199.05,Sustainability Specialists,Entry Level Sustainability Software Consultant: 2023,
242,94.70485,1,19-2012.00,Physicists,"Engineering scientist, physicist or similar (f/m/x)",
243,278.75906,1,25-1011.00,"Business Teachers, Postsecondary",Business Analyst – LaSalle – Up to $90K,
244,11.803982,1,27-3042.00,Technical Writers,Technical Writer,
245,227.87796,1,25-1054.00,"Physics Teachers, Postsecondary","Student Researcher, BS, 2023",
246,160.63373,1,11-3013.00,Facilities Managers,Growth Product Manager (Remote),
247,178.3204,1,19-4099.00,"Life, Physical, and Social Science Technicians, All Other",Service Robotics Innovation Strategist / Manager (all genders),
248,178.3204,1,19-4099.00,"Life, Physical, and Social Science Technicians, All Other",Service Robotics Innovation Strategist / Manager (all genders),
249,178.3204,1,19-4099.00,"Life, Physical, and Social Science Technicians, All Other",Service Robotics Innovation Strategist / Manager (all genders),
250,137.33325,1,11-9199.01,Regulatory Affairs Managers,eGovernment Consultant (m/w/d),
251,111.63382,1,25-9044.00,"Teaching Assistants, Postsecondary",Lecturer in General Practice (Teaching & Research),
252,178.3204,1,19-4099.00,"Life, Physical, and Social Science Technicians, All Other",Service Robotics Innovation Strategist / Manager (all genders),
253,141.19499,1,55-3015.00,Command and Control Center Specialists,Operational Trainer (m/w/d),
254,76.67932,1,25-9043.00,"Teaching Assistants, Special Education",Lecturer in Primary Care (Teaching & Research),
255,137.33325,1,11-9199.01,Regulatory Affairs Managers,eGovernment Consultant (m/w/d),
256,198.21024,1,11-9121.01,Clinical Research Coordinators,Research Intern: Molecular Modeling and Dynamics for Drug Discovery,
257,111.63382,1,25-9044.00,"Teaching Assistants, Postsecondary",Lecturer in General Practice (Teaching & Research),
258,140.45177,1,47-4099.03,Weatherization Installers and Technicians,"Assistant Professors in Weather and Climate Science, Earth Observation, and Air Quality",
259,130.83043,1,15-2031.00,Operations Research Analysts,Research Associate,
260,135.93968,1,29-2011.04,Histotechnologists,Research Fellow (Electronics Engineer) Centre For Quantum Technologies #Urgent,
261,187.52286,1,25-9044.00,"Teaching Assistants, Postsecondary",Junior Product Manager (m/w/d),
262,138.76335,1,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Entry Level - Associate Consultant (Commercial),
263,154.66827,1,19-4099.01,Quality Control Analysts,Représentant des pièces / vente – secteur industriel,
264,200.20251,1,39-9041.00,Residential Advisors,VC Intern,
265,164.33403,1,17-2199.07,Photonics Engineers,Research Fellow (Microfabricated Optical Clocks)Centre for Quantum Technologies,
266,235.61537,1,13-1199.05,Sustainability Specialists,Entry Level Sustainability Software Consultant: 2023,
267,94.70485,1,19-2012.00,Physicists,"Engineering scientist, physicist or similar (f/m/x)",
268,278.75906,1,25-1011.00,"Business Teachers, Postsecondary",Business Analyst – LaSalle – Up to $90K,
269,11.803982,1,27-3042.00,Technical Writers,Technical Writer,
270,227.87796,1,25-1054.00,"Physics Teachers, Postsecondary","Student Researcher, BS, 2023",
271,160.63373,1,11-3013.00,Facilities Managers,Growth Product Manager (Remote),
272,137.33325,1,11-9199.01,Regulatory Affairs Managers,eGovernment Consultant (m/w/d),
273,178.3204,1,19-4099.00,"Life, Physical, and Social Science Technicians, All Other",Service Robotics Innovation Strategist / Manager (all genders),
274,103.879944,1,11-9121.00,Natural Sciences Managers,Network Manager Thematic Digital Competence Centre Natural and Engineering Sciences,
275,137.33325,1,11-9199.01,Regulatory Affairs Managers,eGovernment Consultant (m/w/d),
276,169.12625,1,25-1199.00,"Postsecondary Teachers, All Other",Junior Projektmanager Luftfahrt (all genders),
277,120.353004,1,11-3013.00,Facilities Managers,Subsidieadviseur,
278,196.74475,1,25-9044.00,"Teaching Assistants, Postsecondary",Part-time Associate Lecturers (multiple) in Optometry & Vision Science,
279,124.22354,1,17-2112.01,Human Factors Engineers and Ergonomists,"Patent Engineer, IPR Management",
280,187.10773,1,25-1021.00,"Computer Science Teachers, Postsecondary",Internship - Tech Core Services Microsoft (m/f/d),
281,119.80939,1,15-2051.01,Business Intelligence Analysts,"Research Associate, School of Business",
282,73.659454,1,15-1299.09,Information Technology Project Managers,Manager Technology Transformation,
283,76.67932,1,25-9043.00,"Teaching Assistants, Special Education",Lecturer in Primary Care (Teaching & Research),
284,107.30748,1,17-2199.07,Photonics Engineers,Quantum Engineer (Data Acquisition),
285,140.56519,1,43-4061.00,"Eligibility Interviewers, Government Programs",Entry Level - Associate Consultant (Federal),
286,130.5996,1,11-1011.03,Chief Sustainability Officers,"Manager, Ecosystem Builder",
287,95.60697,1,11-3013.00,Facilities Managers,Event Manager (m/f/d),
288,304.62823,1,43-3011.00,Bill and Account Collectors,Purchasing/Administration – $55K!,
289,17.941784,1,19-2012.00,Physicists,Physicist,
290,227.87796,1,25-1054.00,"Physics Teachers, Postsecondary","Student Researcher, BS, 2023",
291,231.5841,1,43-4141.00,New Accounts Clerks,Data Scientist - 2023 Entry Level Sales,
292,121.913734,1,17-2199.07,Photonics Engineers,Research Fellow (Electronics Engineer) Centre For Quantum Technologies.,
293,162.77682,1,11-9021.00,Construction Managers,Coordonnateur de projet – domaine de la construction,
294,66.587875,1,27-3042.00,Technical Writers,Technical Training Administrator,
295,181.91342,1,17-3026.01,Nanotechnology Engineering Technologists and Technicians,Research Associate for the project “Cluster of Excellence Quantum Universe” Platform for Innovation in Detector science § 28 Subsection 3 HmbHG,
296,150.4946,1,17-2199.07,Photonics Engineers,Research Coordinator & PA to Head of Photonics and Quantum Technologies Theme (Fixed Term),
297,137.33325,1,11-9199.01,Regulatory Affairs Managers,eGovernment Consultant (m/w/d),
298,178.3204,1,19-4099.00,"Life, Physical, and Social Science Technicians, All Other",Service Robotics Innovation Strategist / Manager (all genders),
299,103.879944,1,11-9121.00,Natural Sciences Managers,Network Manager Thematic Digital Competence Centre Natural and Engineering Sciences,
300,137.33325,1,11-9199.01,Regulatory Affairs Managers,eGovernment Consultant (m/w/d),
301,169.12625,1,25-1199.00,"Postsecondary Teachers, All Other",Junior Projektmanager Luftfahrt (all genders),
302,120.353004,1,11-3013.00,Facilities Managers,Subsidieadviseur,
303,196.74475,1,25-9044.00,"Teaching Assistants, Postsecondary",Part-time Associate Lecturers (multiple) in Optometry & Vision Science,
304,124.22354,1,17-2112.01,Human Factors Engineers and Ergonomists,"Patent Engineer, IPR Management",
305,187.10773,1,25-1021.00,"Computer Science Teachers, Postsecondary",Internship - Tech Core Services Microsoft (m/f/d),
306,119.80939,1,15-2051.01,Business Intelligence Analysts,"Research Associate, School of Business",
307,73.659454,1,15-1299.09,Information Technology Project Managers,Manager Technology Transformation,
308,76.67932,1,25-9043.00,"Teaching Assistants, Special Education",Lecturer in Primary Care (Teaching & Research),
309,107.30748,1,17-2199.07,Photonics Engineers,Quantum Engineer (Data Acquisition),
310,140.56519,1,43-4061.00,"Eligibility Interviewers, Government Programs",Entry Level - Associate Consultant (Federal),
311,130.5996,1,11-1011.03,Chief Sustainability Officers,"Manager, Ecosystem Builder",
312,95.60697,1,11-3013.00,Facilities Managers,Event Manager (m/f/d),
313,304.62823,1,43-3011.00,Bill and Account Collectors,Purchasing/Administration – $55K!,
314,17.941784,1,19-2012.00,Physicists,Physicist,
315,227.87796,1,25-1054.00,"Physics Teachers, Postsecondary","Student Researcher, BS, 2023",
316,231.5841,1,43-4141.00,New Accounts Clerks,Data Scientist - 2023 Entry Level Sales,
317,121.913734,1,17-2199.07,Photonics Engineers,Research Fellow (Electronics Engineer) Centre For Quantum Technologies.,
318,162.77682,1,11-9021.00,Construction Managers,Coordonnateur de projet – domaine de la construction,
319,66.587875,1,27-3042.00,Technical Writers,Technical Training Administrator,
320,181.91342,1,17-3026.01,Nanotechnology Engineering Technologists and Technicians,Research Associate for the project “Cluster of Excellence Quantum Universe” Platform for Innovation in Detector science § 28 Subsection 3 HmbHG,
321,150.4946,1,17-2199.07,Photonics Engineers,Research Coordinator & PA to Head of Photonics and Quantum Technologies Theme (Fixed Term),
322,137.33325,1,11-9199.01,Regulatory Affairs Managers,eGovernment Consultant (m/w/d),
323,137.33325,1,11-9199.01,Regulatory Affairs Managers,eGovernment Consultant (m/w/d),
324,137.33325,1,11-9199.01,Regulatory Affairs Managers,eGovernment Consultant (m/w/d),
325,99.10358,1,13-1199.07,Security Management Specialists,Partner Strategy Lead Security,
326,137.33325,1,11-9199.01,Regulatory Affairs Managers,eGovernment Consultant (m/w/d),
327,127.19243,1,53-3031.00,Driver/Sales Workers,"Shift Manager, Autonomous Driving Operations",
