,code,general
7067,51-5112.00,Financial analysis software — Xerox ProfitQuick
7068,51-5112.00,Graphics or photo imaging software — Adobe Systems Adobe Photoshop ; Corel CorelDraw Graphics Suite; Graphics software; Image editing software
7069,51-5112.00,
7070,51-5112.00,
7071,51-5112.00,Office suite software — Microsoft Office
7072,51-5112.00,
7073,51-5112.00,Spreadsheet software — Microsoft Excel
7074,51-5112.00,Word processing software — Microsoft Word
7075,33-9021.00,Data base user interface and query software — Microsoft Access
7076,33-9021.00,Electronic mail software — Email software; Microsoft Outlook
7077,33-9021.00,Graphics or photo imaging software — Computer imaging software
7078,33-9021.00,
7079,33-9021.00,Internet browser software — Web browser software
7080,33-9021.00,Office suite software — Microsoft Office
7081,33-9021.00,Operating system software — Microsoft operating system; Microsoft Windows
7082,33-9021.00,Presentation software — Microsoft PowerPoint
7083,33-9021.00,Spreadsheet software — Microsoft Excel
7084,33-9021.00,Web page creation and editing software — Facebook
7085,33-9021.00,Word processing software — Microsoft Word
7086,21-1092.00,
7087,21-1092.00,
7088,21-1092.00,Data base user interface and query software — Court records databases; Microsoft Access
7089,21-1092.00,Electronic mail software — Email software; Microsoft Outlook
7090,21-1092.00,Internet browser software — Web browser software
7091,21-1092.00,
7092,21-1092.00,Office suite software — Corel WordPerfect Office Suite; Microsoft Office
7093,21-1092.00,Presentation software — Microsoft PowerPoint
7094,21-1092.00,Project management software — Case management software; Tyler Technologies Odyssey Case Manager
7095,21-1092.00,Spreadsheet software — Microsoft Excel
7096,21-1092.00,Voice recognition software — Speech recognition software
7097,21-1092.00,Web page creation and editing software — Facebook ; LinkedIn
7098,21-1092.00,Word processing software — Microsoft Word
7099,43-3061.00,Accounting software — Intuit QuickBooks
7100,43-3061.00,
7101,43-3061.00,Cloud-based data access and sharing software — Microsoft SharePoint
7102,43-3061.00,Data base user interface and query software — Microsoft Access ; Oracle software
7103,43-3061.00,Electronic mail software — Microsoft Outlook
7104,43-3061.00,Enterprise application integration software — Electronic data interchange EDI software
7105,43-3061.00,Enterprise resource planning ERP software — Oracle JD Edwards EnterpriseOne ; Oracle PeopleSoft ; Radiant Systems CounterPoint; SAP business and customer relations management software
7106,43-3061.00,
7107,43-3061.00,
7108,43-3061.00,Office suite software — Microsoft Office
7109,43-3061.00,Operating system software — Microsoft Windows
7110,43-3061.00,Presentation software — Microsoft PowerPoint
7111,43-3061.00,Spreadsheet software — Microsoft Excel
7112,43-3061.00,
7113,27-2012.00,
7114,27-2012.00,
7115,27-2012.00,
7116,27-2012.00,
7117,27-2012.00,Desktop publishing software — Adobe Systems Adobe InDesign ; Microsoft Publisher
7118,27-2012.00,Development environment software — Adobe Systems Adobe ActionScript; Adobe Systems Adobe Creative Suite
7119,27-2012.00,
7120,27-2012.00,Electronic mail software — Email software; Microsoft Outlook
7121,27-2012.00,
7122,27-2012.00,Graphics or photo imaging software — Adobe Systems Adobe Creative Cloud ; Adobe Systems Adobe Illustrator ; Adobe Systems Adobe Photoshop ; Graphics creation software
7123,27-2012.00,
7124,27-2012.00,Music or sound editing software — Adobe Systems Adobe Audition; Avid Technology Pro Tools; MAGIX Software Sound Forge; Magix Vegas Pro
7125,27-2012.00,
7126,27-2012.00,
7127,27-2012.00,
7128,27-2012.00,
7129,27-2012.00,
7130,27-2012.00,Spreadsheet software — Microsoft Excel
7131,27-2012.00,
7132,27-2012.00,Video creation and editing software — Adobe Systems Adobe After Effects ; Apple Final Cut Pro; Screencastify; YouTube
7133,27-2012.00,Web page creation and editing software — Adobe Systems Adobe Dreamweaver; Facebook ; LinkedIn ; Social media sites
7134,27-2012.00,Web platform development software — Cascading style sheets CSS ; Drupal ; Hypertext markup language HTML ; PHP
7135,27-2012.00,Word processing software — Google Docs ; Microsoft Word ; Scripting software
7136,43-5061.00,Accounting software — Fund accounting software; Intuit QuickBooks ; Sage Peachtree Premium Accounting for Manufacturing
7137,43-5061.00,Analytical or scientific software — KAPES; Micro Estimating FabPlan; MTI Systems Costimator JS
7138,43-5061.00,
7139,43-5061.00,
7140,43-5061.00,
7141,43-5061.00,Data base user interface and query software — Airtable; Database software ; Oracle software ; Structured query language SQL
7142,43-5061.00,
7143,43-5061.00,
7144,43-5061.00,Electronic mail software — IBM Notes ; Microsoft Outlook
7145,43-5061.00,Enterprise resource planning ERP software — Microsoft Dynamics GP ; NetSuite ERP ; Oracle JD Edwards EnterpriseOne ; Oracle PeopleSoft
7146,43-5061.00,
7147,43-5061.00,
7148,43-5061.00,
7149,43-5061.00,
7150,43-5061.00,Inventory management software — Accvision ABMIS; iCode Everest; Rytech Software Small Business Inventory Control
7151,43-5061.00,Materials requirements planning logistics and supply chain software — Bill of lading software; Ingenious ProPlan; Oracle Flow Manufacturing; Waterloo Hydrogeologic TACTIC
7152,43-5061.00,Medical software — Medical condition coding software ; Medical procedure coding software; MEDITECH software
7153,43-5061.00,
7154,43-5061.00,
7155,43-5061.00,
7156,43-5061.00,Project management software — Microsoft Project ; Oracle Primavera Enterprise Project Portfolio Management ; Oracle Primavera Systems
7157,43-5061.00,
7158,43-5061.00,
7159,43-5061.00,Word processing software — Google Docs ; Microsoft OneNote; Microsoft Word
7160,13-1082.00,
7161,13-1082.00,
7162,13-1082.00,
7163,13-1082.00,Business intelligence and data analysis software — IBM Cognos Impromptu ; Oracle Business Intelligence Enterprise Edition ; Qlik Tech QlikView ; Tableau
7164,13-1082.00,Cloud-based data access and sharing software — Dropbox; Google Drive ; Microsoft SharePoint ; Slack
7165,13-1082.00,
7166,13-1082.00,
7167,13-1082.00,
7168,13-1082.00,
7169,13-1082.00,
7170,13-1082.00,
7171,13-1082.00,
7172,13-1082.00,Development environment software — Microsoft Azure ; Microsoft Visual Basic ; Microsoft Visual Basic for Applications VBA
7173,13-1082.00,
7174,13-1082.00,Electronic mail software — IBM Notes ; Microsoft Exchange ; Microsoft Outlook
7175,13-1082.00,
7176,13-1082.00,Enterprise resource planning ERP software — Microsoft Dynamics GP ; NetSuite ERP ; Oracle Hyperion ; Oracle JD Edwards EnterpriseOne
7177,13-1082.00,
7178,13-1082.00,
7179,13-1082.00,
7180,13-1082.00,
7181,13-1082.00,
7182,13-1082.00,
7183,13-1082.00,
7184,13-1082.00,
7185,13-1082.00,Presentation software — Apple Keynote; Google Slides; Microsoft PowerPoint ; Poll Everywhere
7186,13-1082.00,
7187,13-1082.00,Project management software — Confluence ; Google Classroom; Microsoft Teams; Oracle Primavera Enterprise Project Portfolio Management
7188,13-1082.00,
7189,13-1082.00,
7190,13-1082.00,Video conferencing software — Cisco Webex; Google Meet; LogMeIn GoToMeeting; Zoom
7191,13-1082.00,Video creation and editing software — Flipgrid; Loom; Screencastify; YouTube
7192,13-1082.00,
7193,13-1082.00,Word processing software — 3M Post-it App; Google Docs ; Microsoft OneNote; Microsoft Word
7194,43-9081.00,Computer based training software — Adobe Systems Adobe Captivate; InScribe
7195,43-9081.00,Data base user interface and query software — FileMaker Pro; Microsoft Access ; Style guide databases
7196,43-9081.00,Desktop publishing software — Adobe Systems Adobe FrameMaker; Adobe Systems Adobe InDesign ; QuarkXPress
7197,43-9081.00,
7198,43-9081.00,Electronic mail software — Microsoft Outlook
7199,43-9081.00,Graphics or photo imaging software — Adobe Systems Adobe Illustrator ; Adobe Systems Adobe Photoshop
7200,43-9081.00,
7201,43-9081.00,
7202,43-9081.00,Presentation software — Apple iWork Keynote; Microsoft PowerPoint
7203,43-9081.00,
7204,43-9081.00,
7205,43-9081.00,Spreadsheet software — Microsoft Excel
7206,43-9081.00,Video creation and editing software — Adobe Systems Adobe After Effects ; Apple Final Cut Pro; Avid Technology Media Composer
7207,43-9081.00,Web page creation and editing software — Adobe Systems Adobe Dreamweaver; HP Autonomy TeamSite; WordPress
7208,43-9081.00,Word processing software — Adobe Systems Adobe InCopy; Microsoft Word ; Serenity Software Editor; WhiteSmoke
7209,11-9141.00,Access software — Biometric reader software; Card key management software
7210,11-9141.00,Accounting software — Intuit QuickBooks ; Sage 50 Accounting; Tax software; TrackPro Services TrackPro Manager
7211,11-9141.00,
7212,11-9141.00,
7213,11-9141.00,Data base user interface and query software — Advantos Systems DataTrust Enterprise; O'Brien Grasso RE Software Property Master; Propertyware; Yardi software
7214,11-9141.00,
7215,11-9141.00,Desktop publishing software — Microsoft Publisher
7216,11-9141.00,Electronic mail software — Microsoft Outlook
7217,11-9141.00,Enterprise resource planning ERP software — Microsoft Dynamics ; Oracle JD Edwards EnterpriseOne
7218,11-9141.00,
7219,11-9141.00,
7220,11-9141.00,
7221,11-9141.00,
7222,11-9141.00,
7223,11-9141.00,Spreadsheet software — Microsoft Excel
7224,11-9141.00,Video creation and editing software — YouTube
7225,11-9141.00,Web page creation and editing software — Facebook ; LinkedIn ; Social media sites
7226,11-9141.00,
7227,11-9141.00,Word processing software — Google Docs ; Microsoft Word
7228,25-1066.00,Analytical or scientific software — IBM SPSS Statistics ; Minitab ; SAS statistical software; The MathWorks MATLAB
7229,25-1066.00,
7230,25-1066.00,Computer based training software — Blackboard Learn; Learning management system LMS; Moodle; PsychSim
7231,25-1066.00,Data base user interface and query software — Blackboard software
7232,25-1066.00,
7233,25-1066.00,Graphics or photo imaging software — XNAT
7234,25-1066.00,Information retrieval or search software — DOC Cop; iParadigms Turnitin
7235,25-1066.00,
7236,25-1066.00,
7237,25-1066.00,
7238,25-1066.00,Office suite software — Microsoft Office
7239,25-1066.00,
7240,25-1066.00,Presentation software — Microsoft PowerPoint
7241,25-1066.00,
7242,25-1066.00,Spreadsheet software — Microsoft Excel
7243,25-1066.00,Web page creation and editing software — SurveyWiz
7244,25-1066.00,Word processing software — Collaborative editing software; Google Docs ; Microsoft Word
7245,11-2032.00,
7246,11-2032.00,
7247,11-2032.00,Cloud-based data access and sharing software — Google Drive ; Microsoft SharePoint ; Slack
7248,11-2032.00,Customer relationship management CRM software — Blackbaud eTapestry; Blackbaud The Raiser's Edge; Oracle Eloqua; Salesforce software
7249,11-2032.00,
7250,11-2032.00,Data base user interface and query software — Airtable; FileMaker Pro; Microsoft Access ; Yardi software
7251,11-2032.00,
7252,11-2032.00,Desktop publishing software — Adobe Systems Adobe Distiller; Adobe Systems Adobe InDesign ; Microsoft Publisher; QuarkXPress
7253,11-2032.00,
7254,11-2032.00,Electronic mail software — Google Gmail; IBM Notes ; MicroFocus GroupWise
7255,11-2032.00,Enterprise resource planning ERP software — Microsoft Dynamics ; Oracle PeopleSoft Financials
7256,11-2032.00,Graphics or photo imaging software — Adobe Systems Adobe Creative Cloud ; Adobe Systems Adobe Illustrator ; Adobe Systems Adobe Photoshop ; SmugMug Flickr
7257,11-2032.00,
7258,11-2032.00,
7259,11-2032.00,
7260,11-2032.00,
7261,11-2032.00,
7262,11-2032.00,Sales and marketing software — Google AdWords ; HubSpot software ; Marketo Marketing Automation ; MightyScout
7263,11-2032.00,
7264,11-2032.00,Video creation and editing software — Adobe Systems Adobe After Effects ; Flipgrid; WeVideo; YouTube
7265,11-2032.00,Web page creation and editing software — Adobe Systems Adobe Dreamweaver; Facebook ; LinkedIn ; Social media sites
7266,11-2032.00,
7267,11-2032.00,
7268,27-3031.00,
7269,27-3031.00,Customer relationship management CRM software — Blackbaud The Raiser's Edge; Microsoft Dynamics ; Oracle Eloqua; Salesforce software
7270,27-3031.00,
7271,27-3031.00,Data base user interface and query software — Airtable; Cision CisionPoint; FileMaker Pro; LinkedIn
7272,27-3031.00,
7273,27-3031.00,
7274,27-3031.00,
7275,27-3031.00,
7276,27-3031.00,Document management software — Adobe Systems Adobe Acrobat ; Adobe Systems Adobe Acrobat Reader
7277,27-3031.00,
7278,27-3031.00,Graphics or photo imaging software — Adobe Systems Adobe Creative Cloud ; Adobe Systems Adobe Illustrator ; JamBoard; SmugMug Flickr
7279,27-3031.00,
7280,27-3031.00,
7281,27-3031.00,
7282,27-3031.00,
7283,27-3031.00,
7284,27-3031.00,
7285,27-3031.00,
7286,27-3031.00,
7287,27-3031.00,Presentation software — Apple Keynote; Google Slides; Mentimeter; Microsoft PowerPoint
7288,27-3031.00,
7289,27-3031.00,Sales and marketing software — Google AdWords ; HubSpot software ; Marketo Marketing Automation
7290,27-3031.00,
7291,27-3031.00,
7292,27-3031.00,Video creation and editing software — Adobe Systems Adobe After Effects ; Apple Final Cut Express; Apple Final Cut Pro; YouTube
7293,27-3031.00,Web page creation and editing software — Adobe Systems Adobe Dreamweaver; Facebook ; Social media sites ; Website management software
7294,27-3031.00,Web platform development software — Cascading style sheets CSS ; Drupal ; Hypertext markup language HTML ; JavaScript
7295,27-3031.00,Word processing software — 3M Post-it App; Adobe Systems Adobe Acrobat Writer; Google Docs ; Microsoft Word
7296,13-1023.00,Accounting software — Choice Job Cost; Cost accounting software; CPR International GeneralCOST Estimator; Intuit QuickBooks
7297,13-1023.00,Analytical or scientific software — Construction Management Software ProEst; QSM SLIM Suite; Resources Calculations Incorporated SoftCost; WinEstimator WinEst
7298,13-1023.00,
7299,13-1023.00,
7300,13-1023.00,Data base reporting software — Database reporting software; SAP BusinessObjects Crystal Reports; Software AG enterprise software
7301,13-1023.00,Data base user interface and query software — Database software ; Microsoft Access ; Oracle software ; Sage 100 Contractor
7302,13-1023.00,
7303,13-1023.00,Electronic mail software — IBM Notes ; Microsoft Outlook
7304,13-1023.00,Enterprise resource planning ERP software — Microsoft Dynamics GP ; NetSuite ERP ; Oracle JD Edwards EnterpriseOne ; Oracle PeopleSoft
7305,13-1023.00,
7306,13-1023.00,Financial analysis software — Cost estimating software; IBM Costimater; Oracle E-Business Suite Financials; Softstar Costar COCOMO II
7307,13-1023.00,
7308,13-1023.00,
7309,13-1023.00,
7310,13-1023.00,
7311,13-1023.00,
7312,13-1023.00,
7313,13-1023.00,Project management software — Dexter + Cheney Spectrum Construction Software; Galorath SEER-SEM; Microsoft Project ; Oracle Primavera Enterprise Project Portfolio Management
7314,13-1023.00,
7315,13-1023.00,Spreadsheet software — Apple AppleWorks; Corel QuattroPro; IBM Lotus 1-2-3; Microsoft Excel
7316,13-1023.00,Word processing software — Google Docs ; Microsoft Word
7317,11-3061.00,
7318,11-3061.00,
7319,11-3061.00,Cloud-based data access and sharing software — Microsoft SharePoint
7320,11-3061.00,
7321,11-3061.00,Data base user interface and query software — Corel Paradox; Database software ; Microsoft Access ; Oracle DBMS
7322,11-3061.00,Electronic mail software — IBM Lotus Notes; Microsoft Outlook
7323,11-3061.00,Enterprise resource planning ERP software — Microsoft Dynamics ; NetSuite ERP ; Oracle JD Edwards EnterpriseOne ; Oracle PeopleSoft
7324,11-3061.00,
7325,11-3061.00,
7326,11-3061.00,
7327,11-3061.00,Materials requirements planning logistics and supply chain software — Infor Lawson Supply Chain Management; Materials requirement planning MRP software
7328,11-3061.00,Office suite software — Microsoft Office
7329,11-3061.00,
7330,11-3061.00,Presentation software — Microsoft PowerPoint
7331,11-3061.00,
7332,11-3061.00,Procurement software — Ariba Spend Management Suite; Automated purchase order software; Bottomline Technologies Bottomline Sprinter Purchasing Manager; PurchasingNet eProcurement
7333,11-3061.00,Project management software — Microsoft Project ; Oracle Primavera P6 Enterprise Portfolio Project Management
7334,11-3061.00,Spreadsheet software — Microsoft Excel
7335,11-3061.00,
7336,19-4099.01,Analytical or scientific software — Laboratory information management system LIMS; LabWare LIMS; Minitab ; The MathWorks MATLAB
7337,19-4099.01,
7338,19-4099.01,Content workflow software — Atlassian JIRA
7339,19-4099.01,
7340,19-4099.01,
7341,19-4099.01,Data base user interface and query software — Database software ; Microsoft Access ; Microsoft SQL Server ; Structured query language SQL
7342,19-4099.01,Desktop communications software — Eko
7343,19-4099.01,Development environment software — C; Microsoft Visual Basic ; National Instruments LabVIEW
7344,19-4099.01,
7345,19-4099.01,Electronic mail software — IBM Notes ; Microsoft Outlook
7346,19-4099.01,
7347,19-4099.01,
7348,19-4099.01,Graphics or photo imaging software — SmugMug Flickr
7349,19-4099.01,
7350,19-4099.01,
7351,19-4099.01,
7352,19-4099.01,
7353,19-4099.01,
7354,19-4099.01,Program testing software — Hewlett Packard LoadRunner; IBM Rational Functional Tester; Selenium ; Watir
7355,19-4099.01,
7356,19-4099.01,Spreadsheet software — Microsoft Excel
7357,19-4099.01,
7358,19-4099.01,Web platform development software — Hypertext markup language HTML ; JavaScript ; Microsoft ASP.NET
7359,19-4099.01,
7360,11-3051.01,Analytical or scientific software — Illumina Laboratory Information Management System LIMS; Minitab ; Statgraphics; Thermo Fisher Scientific Laboratory Information Management Systems LIMS
7361,11-3051.01,Compliance software — EtQ Reliance; Sparta Systems TrackWise
7362,11-3051.01,Content workflow software — Atlassian JIRA
7363,11-3051.01,Data base user interface and query software — Database software ; Microsoft Access ; Microsoft SQL Server ; Structured query language SQL
7364,11-3051.01,Desktop communications software — Eko
7365,11-3051.01,
7366,11-3051.01,Electronic mail software — Microsoft Outlook
7367,11-3051.01,
7368,11-3051.01,
7369,11-3051.01,Industrial control software — ASI DATAMYTE GageMetrics; Infinity QS ProFicient; PQ Systems MEASUREspy; Vivaldi Software Vivaldi Quality Management
7370,11-3051.01,
7371,11-3051.01,
7372,11-3051.01,
7373,11-3051.01,
7374,11-3051.01,
7375,11-3051.01,
7376,11-3051.01,Program testing software — Hewlett Packard LoadRunner; Selenium
7377,11-3051.01,
7378,11-3051.01,Risk management data and analysis software — MasterControl software
7379,11-3051.01,Spreadsheet software — Microsoft Excel
7380,11-3051.01,
7381,17-2072.01,Administration software — Dynamic host configuration protocol DHCP; Simple network management protocol SNMP software
7382,17-2072.01,
7383,17-2072.01,
7384,17-2072.01,
7385,17-2072.01,Data base user interface and query software — Microsoft SQL Server ; Structured query language SQL
7386,17-2072.01,Development environment software — Microsoft Visual Basic Scripting Edition VBScript ; Microsoft Visual Studio ; National Instruments LabVIEW ; Ruby
7387,17-2072.01,
7388,17-2072.01,Electronic mail software — IBM Notes
7389,17-2072.01,
7390,17-2072.01,Enterprise resource planning ERP software — SAP business and customer relations management software
7391,17-2072.01,Geographic information system — ESRI ArcGIS software
7392,17-2072.01,
7393,17-2072.01,Object or component oriented development software — C# ; C++ ; Oracle Java ; Perl
7394,17-2072.01,
7395,17-2072.01,Operating system software — Cygwin; Linux ; Microsoft Windows Mobile; UNIX
7396,17-2072.01,Presentation software — Microsoft PowerPoint
7397,17-2072.01,
7398,17-2072.01,Program testing software — FitNesse; JUnit ; Selenium ; Watir
7399,17-2072.01,
7400,17-2072.01,
7401,17-2072.01,
7402,19-1031.02,Analytical or scientific software — BehavePlus; SAS statistical software; The MathWorks MATLAB ; Viper Tools
7403,19-1031.02,Data base user interface and query software — Microsoft Access ; National Resources Conservation Service Ecological Site Information System ESIS; National Resources Conservation Service Web Soil Survey WSS; USDA NRCS VegSpec
7404,19-1031.02,
7405,19-1031.02,Geographic information system — ESRI ArcGIS software ; ESRI software; Geographic information system GIS systems
7406,19-1031.02,Graphics or photo imaging software — Adobe Systems Adobe Photoshop ; GNU Image Manipulation Program GIMP
7407,19-1031.02,Map creation software — Geographic resources analysis support system GRASS; Leica Geosystems ERDAS IMAGINE; RSAC Riparian Mapping Tool; USDA NRCS Soil Data Viewer
7408,19-1031.02,Object or component oriented development software — Oracle Java ; Perl ; Python ; R
7409,19-1031.02,Office suite software — Microsoft Office
7410,19-1031.02,Operating system software — Linux ; Microsoft Windows ; UNIX
7411,19-1031.02,Presentation software — Microsoft PowerPoint
7412,19-1031.02,Spreadsheet software — Microsoft Excel
7413,19-1031.02,
7414,19-1031.02,
7415,19-1031.02,
7416,19-1031.02,
7417,41-9021.00,Accounting software — Intuit QuickBooks
7418,41-9021.00,
7419,41-9021.00,Customer relationship management CRM software — Real Estate Assistant REA
7420,41-9021.00,Data base user interface and query software — Microsoft Access ; Propertyware; Yardi software ; Yardi Systems Yardi Voyager Commercial
7421,41-9021.00,Electronic mail software — Microsoft Outlook
7422,41-9021.00,Geographic information system — Google Earth Pro
7423,41-9021.00,Graphics or photo imaging software — Adobe Systems Adobe Photoshop
7424,41-9021.00,Internet browser software — Microsoft Internet Explorer; Web browser software
7425,41-9021.00,Office suite software — Microsoft Office
7426,41-9021.00,Presentation software — Microsoft PowerPoint
7427,41-9021.00,Spreadsheet software — Microsoft Excel
7428,41-9021.00,
7429,41-9021.00,
7430,41-9021.00,
7431,41-9022.00,Accounting software — Fund accounting software; Intuit QuickBooks ; OWL Bookkeeping for Realtors; Tax software
7432,41-9022.00,
7433,41-9022.00,
7434,41-9022.00,
7435,41-9022.00,Customer relationship management CRM software — DataBasix Technologies Lead Commander; Microsoft Dynamics ; RealtyStar Real Estate Assistant; TopProducer
7436,41-9022.00,Data base reporting software — iKorb Real Estate; Internet based MLS database software; National Association of Realtors Online Database
7437,41-9022.00,Data base user interface and query software — Argosy Legal Systems Power Closer; Front Desk; Showing Suite real estate software; Yardi software
7438,41-9022.00,
7439,41-9022.00,
7440,41-9022.00,
7441,41-9022.00,
7442,41-9022.00,Expert system software — CMA Stuffers; ProForce Ultimate Brochures; Reveal Systems Truewire; RPIS Silent Flyer
7443,41-9022.00,Financial analysis software — Real estate application contract transmission REACT software; RealData Comparative Lease Analysis; TimeValue software; Wheatworks Real Estate Calculator Suite
7444,41-9022.00,
7445,41-9022.00,Graphics or photo imaging software — Easypano Tourweaver; Iseemedia Photovista Panorama; Panoweaver Panorama; The IPIX Real Estate Wizard hometour360 Wizard
7446,41-9022.00,
7447,41-9022.00,
7448,41-9022.00,Office suite software — Corel WordPerfect Office Suite; Microsoft Office ; RealtyStar AgentOffice
7449,41-9022.00,
7450,41-9022.00,
7451,41-9022.00,
7452,41-9022.00,
7453,41-9022.00,
7454,41-9022.00,
7455,41-9022.00,
7456,41-9022.00,Web page creation and editing software — Facebook ; LinkedIn ; Microsoft FrontPage; Social media sites
7457,41-9022.00,Word processing software — Google Docs ; HUD-1 software; Microsoft Word
7458,43-4171.00,Accounting software — Billing software; Bookkeeping software; Intuit QuickBooks
7459,43-4171.00,Calendar and scheduling software — Appointment scheduling software; Electronic calendar management software
7460,43-4171.00,
7461,43-4171.00,Customer relationship management CRM software — Blackbaud The Raiser's Edge; Microsoft Dynamics
7462,43-4171.00,Data base user interface and query software — Claim processing system software; Data entry software; FileMaker Pro; St. Paul Travelers e-CARMA
7463,43-4171.00,
7464,43-4171.00,Document management software — Filing system software
7465,43-4171.00,Electronic mail software — Email software; IBM Notes ; Microsoft Outlook
7466,43-4171.00,
7467,43-4171.00,Medical software — GE Healthcare Centricity EMR; Kodak Dental Systems Kodak SOFTDENT Practice management software PMS; McKesson Lytec; Medical condition coding software
7468,43-4171.00,
7469,43-4171.00,
7470,43-4171.00,Office suite software — Corel WordPerfect Office Suite; Microsoft Office
7471,43-4171.00,
7472,43-4171.00,
7473,43-4171.00,Spreadsheet software — Microsoft Excel
7474,43-4171.00,
7475,43-4171.00,Word processing software — 3M Post-it App; Google Docs ; Microsoft Word
7476,25-1193.00,
7477,25-1193.00,Computer based training software — Blackboard Learn; Learning management system LMS; Sakai CLE; Softworks Global PESoftOne
7478,25-1193.00,
7479,25-1193.00,Development environment software — Prolog
7480,25-1193.00,Electronic mail software — Email software; Microsoft Outlook
7481,25-1193.00,Information retrieval or search software — DOC Cop; iParadigms Turnitin
7482,25-1193.00,Internet browser software — Web browser software
7483,25-1193.00,Office suite software — Microsoft Office
7484,25-1193.00,Optical character reader OCR or scanning software — Image scanning software
7485,25-1193.00,
7486,25-1193.00,
7487,25-1193.00,Spreadsheet software — Microsoft Excel
7488,25-1193.00,Video creation and editing software — Dartfish ProSuite
7489,25-1193.00,
7490,25-1193.00,Word processing software — Collaborative editing software; Google Docs ; Microsoft Word
7491,39-9032.00,
7492,39-9032.00,
7493,39-9032.00,Computer based training software — Appletree
7494,39-9032.00,Data base user interface and query software — Database software ; Recordkeeping software
7495,39-9032.00,Desktop publishing software — Microsoft Publisher
7496,39-9032.00,Electronic mail software — Microsoft Outlook
7497,39-9032.00,Instant messaging software — GroupMe
7498,39-9032.00,
7499,39-9032.00,Office suite software — Corel WordPerfect Office Suite; Microsoft Office
7500,39-9032.00,Operating system software — Microsoft Windows
7501,39-9032.00,
7502,39-9032.00,Spreadsheet software — Microsoft Excel
7503,39-9032.00,Video creation and editing software — YouTube
7504,39-9032.00,Word processing software — Microsoft Word
7505,29-1141.00,
7506,29-1141.00,Categorization or classification software — Diagnostic and procedural coding software
7507,29-1141.00,Cloud-based data access and sharing software — Google Drive ; Microsoft SharePoint
7508,29-1141.00,Data base user interface and query software — Data entry software; Database software ; FileMaker Pro; Microsoft Access
7509,29-1141.00,Electronic mail software — IBM Notes ; Microsoft Exchange ; Microsoft Outlook
7510,29-1141.00,Human resources software — Human resource management software HRMS; Oracle Taleo
7511,29-1141.00,
7512,29-1141.00,Medical software — Epic Systems ; Healthcare common procedure coding system HCPCS ; Henry Schein Dentrix ; Medical condition coding software
7513,29-1141.00,
7514,29-1141.00,
7515,29-1141.00,
7516,29-1141.00,
7517,29-1141.00,Spreadsheet software — Microsoft Excel
7518,29-1141.00,
7519,29-1141.00,Video conferencing software — FaceTime
7520,29-1141.00,Video creation and editing software — YouTube
7521,29-1141.00,
7522,29-1141.00,Word processing software — Google Docs ; Microsoft Word
7523,11-9199.01,Analytical or scientific software — Analyse-it; Statistical analysis software
7524,11-9199.01,
7525,11-9199.01,
7526,11-9199.01,Compliance software — Aris Global Register; MediRegs E-dition Compliance Monitor; SAP EHS Management; Thomson Reuters Liquent InSight Suite
7527,11-9199.01,Data base user interface and query software — Database software ; Microsoft Access ; Structured query language SQL
7528,11-9199.01,
7529,11-9199.01,Development environment software — Integrated development environment IDE software ; Software development tools
7530,11-9199.01,Document management software — Adlib Express; Adobe Systems Adobe Acrobat ; Axway eSubmissions; Virtify eCTD
7531,11-9199.01,Electronic mail software — IBM Notes ; Microsoft Outlook
7532,11-9199.01,
7533,11-9199.01,
7534,11-9199.01,
7535,11-9199.01,
7536,11-9199.01,
7537,11-9199.01,
7538,11-9199.01,Presentation software — Microsoft PowerPoint
7539,11-9199.01,
7540,11-9199.01,Project management software — Microsoft Project ; Total quality management TQM software
7541,11-9199.01,Risk management data and analysis software — MasterControl software; Risk management software
7542,11-9199.01,Spreadsheet software — Microsoft Excel
7543,11-9199.01,
7544,13-1041.07,Accounting software — Fund accounting software; Tax software
7545,13-1041.07,Analytical or scientific software — Analyse-it; Statistical software
7546,13-1041.07,Business intelligence and data analysis software — MicroStrategy ; Qlik Tech QlikView
7547,13-1041.07,
7548,13-1041.07,
7549,13-1041.07,
7550,13-1041.07,Data base user interface and query software — Microsoft Access ; Microsoft SQL Server ; Structured query language SQL ; Yardi software
7551,13-1041.07,Development environment software — Integrated development environment IDE software ; Microsoft Visual Basic
7552,13-1041.07,Document management software — Adobe Systems Adobe Acrobat ; Atrion Intelligent Authoring
7553,13-1041.07,
7554,13-1041.07,Enterprise resource planning ERP software — Microsoft Dynamics ; SAP business and customer relations management software
7555,13-1041.07,
7556,13-1041.07,
7557,13-1041.07,
7558,13-1041.07,Medical software — Healthcare common procedure coding system HCPCS ; Medical procedure coding software
7559,13-1041.07,
7560,13-1041.07,Presentation software — Microsoft PowerPoint
7561,13-1041.07,
7562,13-1041.07,
7563,13-1041.07,
7564,13-1041.07,Transaction security and virus protection software — McAfee; NortonLifeLock cybersecurity software
7565,13-1041.07,
7566,21-1015.00,Accounting software — Budgeting software
7567,21-1015.00,
7568,21-1015.00,Calendar and scheduling software — Fanatic Software Informant; Microsoft Office Outlook; Scheduling software
7569,21-1015.00,
7570,21-1015.00,
7571,21-1015.00,Electronic mail software — Email software; Microsoft Outlook
7572,21-1015.00,Internet browser software — Microsoft Internet Explorer; Microsoft Mobile Explorer MME; Netscape Navigator; Web browser software
7573,21-1015.00,Medical software — Chart Links; Client information database software; Electronic medical record EMR software
