,code,general
0,13-2011.00,Desktop calculator — 10-key calculators
1,13-2011.00,Desktop computers
2,13-2011.00,Laser fax machine — Laser facsimile machines
3,13-2011.00,Notebook computers — Laptop computers
4,13-2011.00,Personal computers
5,13-2011.00,Personal digital assistant PDAs or organizers — Personal digital assistants PDA
6,13-2011.00,Photocopiers — Photocopying equipment
7,13-2011.00,Scanners — Computer data input scanners
8,13-2011.00,Tablet computers
9,27-2011.00,Camera tripods — Photography tripods
10,27-2011.00,Digital camcorders or video cameras — Digital video recorders
11,27-2011.00,Digital cameras — Digital still cameras
12,27-2011.00,Microphones — Wireless microphones
13,27-2011.00,MP3 players or recorders — MP3 digital voice recorders
14,27-2011.00,Notebook computers — Laptop computers
15,27-2011.00,Personal computers
16,27-2011.00,Tablet computers
17,15-2011.00,Desktop calculator — 10-key calculators
18,15-2011.00,Desktop computers
19,15-2011.00,Notebook computers
20,15-2011.00,Personal computers
21,11-2011.00,Desktop computers
22,11-2011.00,Laser fax machine — Laser facsimile machines
23,11-2011.00,Notebook computers — Laptop computers
24,11-2011.00,Personal computers
25,11-2011.00,Personal digital assistant PDAs or organizers — Personal digital assistants PDA
26,11-2011.00,Photocopiers — Photocopying equipment
27,11-2011.00,Portable data input terminals — Handheld computers
28,11-2011.00,Scanners — Computer data input scanners
29,11-2011.00,Special purpose telephones — Multi-line telephone systems
30,11-2011.00,Tablet computers
31,41-3011.00,Desktop computers
32,41-3011.00,Notebook computers — Laptop computers
33,41-3011.00,Personal computers
34,41-3011.00,Personal digital assistant PDAs or organizers — Personal digital assistants PDA
35,41-3011.00,Special purpose telephones — Multi-line telephone systems
36,41-3011.00,Tablet computers
37,13-1011.00,Desktop computers
38,13-1011.00,Digital camcorders or video cameras — Digital video cameras
39,13-1011.00,Laser fax machine — Laser facsimile machines
40,13-1011.00,Personal computers
41,13-1011.00,Scanners — Computer data input scanners
42,13-1011.00,Special purpose telephones — Multiline telephone systems
43,13-1011.00,Tablet computers
44,13-1011.00,Teleconference equipment — Teleconferencing equipment
45,13-1011.00,Videoconferencing systems — Videoconferencing equipment
46,17-2021.00,Desktop computers
47,17-2021.00,Notebook computers — Laptop computers
48,17-2021.00,Personal computers
49,17-2021.00,Personal digital assistant PDAs or organizers — Personal digital assistants PDA
50,17-2021.00,Plotter printers — Plotters
51,17-2021.00,Theodolites — Total stations
52,53-2021.00,Aircraft communication systems — Controller pilot datalink communication CPDC systems; High frequency HF radio communications systems; Ultra high frequency UHF radio communication systems; Very high frequency VHF radio communication systems
53,53-2021.00,Aircraft flight simulators or trainers — Flight simulators
54,53-2021.00,Aircraft guidance systems — Automatic direction finder ADF radio systems; Distance measuring equipment DME; Standard terminal automation replacement systems STARS; Wide area augmentation systems WAAS; 7 more
55,53-2021.00,Aircraft navigation beacons — Nondirectional radio beacon markers
56,53-2021.00,Binoculars
57,53-2021.00,Desktop computers
58,53-2021.00,Mainframe computers
59,53-2021.00,Personal computers
60,53-2021.00,Radarbased surveillance systems — Air route surveillance radar ARSR systems; Airport surface detection equipment ASDE systems; Mode S radar systems; Precision runway monitor PRM; 2 more
61,53-2021.00,Two way radios — Frequency modulation FM two way radios
62,13-2023.00,Carbon monoxide analyzer — Carbon monoxide detectors
63,13-2023.00,Desktop computers
64,13-2023.00,"Electronic charts or maps or atlases — Appraisal, mapping, and comparison data reporting systems; Electronic maps; Mapping or location-based analysis systems; Real estate mapping and property description systems; 3 more"
65,13-2023.00,Laser measuring systems — Handheld distance meters; Laser measuring devices; Ultrasonic distance measurers
66,13-2023.00,Notebook computers — Laptop computers
67,13-2023.00,Personal digital assistant PDAs or organizers — Personal digital assistants PDA
68,23-1022.00,Desktop computers
69,23-1022.00,Laser fax machine — Laser facsimile machines
70,23-1022.00,Notebook computers
71,23-1022.00,Personal computers
72,23-1022.00,Photocopiers — Photocopying equipment
73,23-1022.00,Scanners — Computer data input scanners
74,23-1022.00,Special purpose telephones — Multi-line telephone systems
75,11-9041.00,Desktop computers
76,11-9041.00,Graphics tablets — Drawing tablets
77,11-9041.00,Notebook computers
78,11-9041.00,Personal computers
79,11-9041.00,Personal digital assistant PDAs or organizers — Personal digital assistants PDA
80,11-9041.00,Scanners
81,11-9041.00,Tablet computers
82,25-4011.00,Desktop computers
83,25-4011.00,Digital cameras — Compact digital cameras
84,25-4011.00,Inkjet printers
85,25-4011.00,Notebook computers — Laptop computers
86,25-4011.00,Personal computers
87,25-4011.00,Scanners — Data input scanners; Digitizers
88,27-1011.00,Charcoal pencils — Sketching pencils
89,27-1011.00,Desktop computers
90,27-1011.00,Digital camcorders or video cameras — Digital video cameras
91,27-1011.00,Digital cameras — Digital still cameras
92,27-1011.00,Notebook computers — Laptop computers
93,27-1011.00,Personal computers
94,27-1011.00,Tablet computers
95,39-6011.00,Automobiles or cars — Passenger vehicles
96,39-6011.00,Desktop computers
97,39-6011.00,Golf carts — Motorized carts
98,39-6011.00,Minivans or vans — Passenger vans
99,39-6011.00,Notebook computers — Laptop computers
100,39-6011.00,Paging controllers — Paging systems
101,39-6011.00,Personal computers
102,39-6011.00,Pushcarts — Luggage carts
103,39-6011.00,Special purpose telephones — Multi-line telephone systems
104,39-6011.00,Two way radios
105,43-3011.00,Autodialers — Predictive dialers
106,43-3011.00,Notebook computers — Laptop computers
107,43-3011.00,Personal digital assistant PDAs or organizers — Personal digital assistants PDA
108,43-3011.00,Scanners
109,43-3011.00,Special purpose telephones — Amplified telephones
110,19-1029.01,Desktop computers
111,19-1029.01,Laser printers — Computer laser printers
112,19-1029.01,Notebook computers — Laptop computers
113,19-1029.01,Personal computers
114,19-1029.01,Scanners — Computer data input scanners
115,15-2099.01,Computer workstation — Computer clusters; Computer workstation setups
116,15-2099.01,Deoxyribonucleic sequence analyzers — Semiconductor-based sequencers
117,15-2099.01,Desktop computers
118,15-2099.01,High end computer servers — Network file servers; Web servers
119,15-2099.01,High throughput screening HTS systems in nucleic acid purification — High throughput screening HTS systems
120,15-2099.01,Nuclear magnetic resonance NMR spectrometers
121,15-2041.01,Desktop computers
122,15-2041.01,Laser printers — Computer laser printers
123,15-2041.01,Mainframe computers
124,15-2041.01,Notebook computers — Laptop computers
125,15-2041.01,Personal computers
126,15-2041.01,Plotter printers — Plotters
127,15-2041.01,Scanners — Computer data input scanners
128,43-3031.00,Desktop calculator — 10-key calculators
129,43-3031.00,Desktop computers
130,43-3031.00,Ledger paper — Ledger sheets
131,43-3031.00,Notebook computers
132,43-3031.00,Receipts or receipt books — Receipt books
133,43-3031.00,Scanners — Image scanners
134,43-3031.00,Scientific calculator — Financial calculators
135,43-4011.00,Desktop calculator — 10-key calculators
136,43-4011.00,Desktop computers
137,43-4011.00,Personal computers
138,43-4011.00,Special purpose telephones — Multi-line telephone systems
139,11-9199.11,Desktop computers
140,11-9199.11,Digital cameras
141,11-9199.11,Global positioning system GPS receiver — Global positioning system GPS receivers; Subcentimeter global positioning system GPS units
142,11-9199.11,Laser fax machine — Laser facsimile machines
143,11-9199.11,Notebook computers — Laptop computers
144,11-9199.11,Personal computers
145,11-9199.11,Photocopiers — Photocopying equipment
146,11-9199.11,Scanners — Computer data input scanners
147,11-9199.11,Special purpose telephones — Multi-line telephone systems
148,13-2031.00,Desktop computers
149,13-2031.00,Laser printers
150,13-2031.00,Notebook computers
151,13-2031.00,Personal computers
152,13-1199.04,Computer servers — Computer server equipment
153,13-1199.04,Desktop computers
154,13-1199.04,Laser printers — Computer laser printers
155,13-1199.04,Mainframe computers
156,13-1199.04,Network attached storage NAS device — Storage area network equipment
157,13-1199.04,Personal computers
158,13-1199.04,Special purpose telephones — Multiline telephone systems
159,13-1199.04,Tablet computers
160,13-1199.04,Teleconference equipment — Teleconferencing systems
161,15-2051.01,Computer servers — Storage servers
162,15-2051.01,High end computer servers — Data warehouse appliances
163,15-2051.01,Laser fax machine — Laser facsimile machines
164,15-2051.01,Photocopiers
165,15-2051.01,Scanners
166,13-1021.00,Animal weighing scales — Livestock scales
167,13-1021.00,Desktop calculator — 10-key calculators
168,13-1021.00,Desktop computers
169,13-1021.00,Floor or platform scales — Bulk weighing systems
170,13-1021.00,Grain analyzers — Grain testers
171,13-1021.00,Micrometers — Digital micrometers
172,13-1021.00,Notebook computers — Laptop computers
173,13-1021.00,Personal computers
174,13-1021.00,Rulers — Precision rulers
175,13-1021.00,Special purpose telephones — Multi-line telephone systems
176,11-1011.00,Desktop calculator — 10-key calculators
177,11-1011.00,Desktop computers
178,11-1011.00,High capacity removable media drives — Universal serial bus USB flash drives
179,11-1011.00,Mobile phones — Smartphones
180,11-1011.00,Notebook computers — Laptop computers
181,11-1011.00,Personal computers
182,11-1011.00,Personal digital assistant PDAs or organizers — Personal digital assistants PDA
183,11-1011.03,Desktop calculator — 10-key calculators
184,11-1011.03,Desktop computers
185,11-1011.03,Mobile phones — Smartphones
186,11-1011.03,Notebook computers — Laptop computers
187,11-1011.03,Personal computers
188,11-1011.03,Photocopiers — Photocopying equipment
189,11-1011.03,Portable data input terminals — Handheld computers
190,11-1011.03,Scanners — Computer data input scanners
191,11-1011.03,Special purpose telephones — Multi-line telephone systems
192,11-1011.03,Videoconferencing systems — Video teleconferencing systems
193,21-1021.00,Desktop computers
194,21-1021.00,Laser fax machine — Laser facsimile machines
195,21-1021.00,Laser printers — Computer laser printers
196,21-1021.00,Notebook computers — Laptop computers
197,21-1021.00,Personal computers
198,21-1021.00,Photocopiers — Photocopying equipment
199,21-1021.00,Special purpose telephones — Multi-line telephone systems
200,27-2032.00,Compact disk players or recorders — Compact disk CD players
201,27-2032.00,Digital camcorders or video cameras — Digital video cameras
202,27-2032.00,Digital video disk players or recorders — Digital video disk DVD players
203,27-2032.00,Metronomes — Electronic metronomes
204,27-2032.00,Notebook computers — Laptop computers
205,27-2032.00,Personal computers
206,27-2032.00,Portable stereo systems — Multi-speaker stereo systems
207,27-2032.00,Stage or projection or studio lighting system — Stage lighting systems
208,27-2032.00,Stop watch — Digital stopwatches
209,27-2032.00,Tablet computers
210,13-1031.00,Automotive computer systems — Event data recorders
211,13-1031.00,Desktop computers
212,13-1031.00,Measuring wheels for distance — Measure markers
213,13-1031.00,Notebook computers
214,13-1031.00,Personal computers
215,13-1031.00,Personal digital assistant PDAs or organizers — Personal digital assistants PDA
216,13-1031.00,Portable data input terminals — Data collectors; Field computers; Handheld computers; Mobile wireless handheld communication devices
217,13-1031.00,Scanners
218,13-1031.00,Tablet computers
219,13-1031.00,Theodolites — Total stations
220,21-2011.00,Automobiles or cars — Passenger vehicles
221,21-2011.00,Desktop computers
222,21-2011.00,Microphones — Cordless microphones
223,21-2011.00,Multimedia projectors — Multimedia presentation projectors
224,21-2011.00,Notebook computers — Laptop computers
225,21-2011.00,Special purpose telephones — Multiline telephone systems
226,21-2011.00,Tablet computers
227,19-2041.01,Desktop computers
228,19-2041.01,High end computer servers — High-performance cluster HPC computers
229,19-2041.01,Laser printers — Computer laser printers
230,19-2041.01,Mainframe computers
231,19-2041.01,Notebook computers — Laptop computers
232,19-2041.01,Personal computers
233,19-2041.01,Scanners — Computer data input scanners
234,19-2041.01,Special purpose telephones — Multi-line telephone systems
235,19-3033.00,Desktop computers
236,19-3033.00,Electromyography EMG units — Biofeedback equipment
237,19-3033.00,High capacity removable media drives — Universal serial bus USB flash drives
238,19-3033.00,Notebook computers — Laptop computers
239,19-3033.00,Personal computers
240,19-3033.00,Tablet computers
241,15-2051.02,Mobile phones — Smartphones
242,15-2051.02,Notebook computers — Laptop computers
243,15-2051.02,Portable data input terminals — Handheld computers
244,11-9121.01,Digital camcorders or video cameras — Digital video equipment
245,11-9121.01,Laser fax machine — Laser facsimile machines
246,11-9121.01,Mobile phones — Smartphones
247,11-9121.01,Notebook computers — Laptop computers
248,11-9121.01,Personal computers
249,11-9121.01,Photocopiers
250,27-1021.00,Desktop computers
251,27-1021.00,Digital cameras — Compact digital cameras
252,27-1021.00,High capacity removable media drives — Universal serial bus USB flash drives
253,27-1021.00,Liquid crystal display projector — Liquid crystal display LCD video projectors
254,27-1021.00,Notebook computers — Laptop computers
255,27-1021.00,Personal computers
256,13-1141.00,Desktop calculator — 10-key calculators
257,13-1141.00,Hard disk drives — Electronic storage devices
258,13-1141.00,Laser fax machine — Laser facsimile machines
259,13-1141.00,Personal computers
260,13-1141.00,Photocopiers — Photocopying equipment
261,11-9199.02,Desktop computers
262,11-9199.02,Laser fax machine — Laser facsimile machines
263,11-9199.02,Laser printers — Computer laser printers
264,11-9199.02,Notebook computers — Laptop computers
265,11-9199.02,Personal computers
266,11-9199.02,Photocopiers — Photocopying equipment
267,11-9199.02,Special purpose telephones — Multi-line telephone systems
268,15-1251.00,Computer servers
269,15-1251.00,Desktop computers
270,15-1251.00,Mainframe computers — Mainframe operating systems
271,15-1251.00,Serial port cards
272,15-1211.00,Desktop computers
273,15-1211.00,Mainframe computers
274,15-1211.00,Notebook computers
275,15-1211.00,Personal digital assistant PDAs or organizers — Personal digital assistants PDA
276,39-6012.00,Desktop computers
277,39-6012.00,Laser fax machine — Laser facsimile machines
278,39-6012.00,Laser printers — Computer laser printers
279,39-6012.00,Mobile phones — Smart phones
280,39-6012.00,Notebook computers — Laptop computers
281,39-6012.00,Photocopiers — Copy machines
282,39-6012.00,Special purpose telephones — Multiline telephone systems
283,39-6012.00,Tablet computers
284,39-6012.00,Two way radios — Mobile radios
285,19-1031.00,Desktop computers
286,19-1031.00,Digital cameras
287,19-1031.00,Global positioning system GPS receiver — Global positioning system GPS receivers
288,19-1031.00,Laser measuring systems — Laser distance measurement systems
289,19-1031.00,Levels — Dumpy levels
290,19-1031.00,Notebook computers — Laptop computers
291,19-1031.00,Personal computers
292,19-1031.00,Soil core sampling apparatus — Dutch augers
293,19-1031.00,Theodolites — Total stations
294,19-1031.00,Water samplers
295,43-4021.00,Book folding machines — Paper folding machines
296,43-4021.00,Inkjet printers — Computer inkjet printers
297,43-4021.00,Laser fax machine — Laser facsimile machines
298,43-4021.00,Laser printers — Computer laser printers
299,43-4021.00,Microfiche or microfilm viewers — Microfiche viewing equipment
300,43-4021.00,Personal computers
301,43-4021.00,Photocopiers — Copy machines
302,43-4021.00,Scanners — Document scanners
303,43-4021.00,Special purpose telephones — Multiline telephone systems
304,13-1051.00,Desktop computers
305,13-1051.00,Notebook computers
306,13-1051.00,Personal computers
307,13-1051.00,Personal digital assistant PDAs or organizers — Personal digital assistants PDA
308,13-1051.00,Scanners
309,13-1051.00,Tablet computers
310,27-3092.00,Cassette players or recorders — Audio tape recorders
311,27-3092.00,Desktop computers
312,27-3092.00,Dictation machines — Dictation equipment
313,27-3092.00,Digital voice recorders — Digital audio recorders
314,27-3092.00,Microphones — Stenomasks
315,27-3092.00,Notebook computers — Laptop computers
316,27-3092.00,Personal computers
317,27-3092.00,Personal digital assistant PDAs or organizers — Personal digital assistants PDA
318,27-3092.00,Photocopiers — Photocopying equipment
319,27-3092.00,Stenotype machines
320,13-2041.00,Desktop calculator — 10-key calculators
321,13-2041.00,Desktop computers
322,13-2041.00,Notebook computers
323,13-2041.00,Personal computers
324,13-2041.00,Scanners
325,43-4041.00,Laser fax machine — Laser facsimile machines
326,43-4041.00,Laser printers — Computer laser printers
327,43-4041.00,Magnetic stripe readers and encoders — Credit card processing machines
328,43-4041.00,Personal computers
329,43-4041.00,Photocopiers — Copy machines
330,43-4041.00,Printer calculator — Printing calculators
331,43-4041.00,Scanners — Computer data input scanners
332,43-4041.00,Special purpose telephones — Multiline telephone systems
333,43-4041.00,Typewriters — Electric typewriters
334,13-2071.00,Inkjet printers
335,13-2071.00,Laser fax machine — Laser facsimile machines
336,13-2071.00,Laser printers
337,13-2071.00,Notebook computers — Laptop computers
338,13-2071.00,Personal computers
339,13-2071.00,Scientific calculator — Financial calculators
340,13-2071.00,Special purpose telephones — Multi-line telephone systems
341,13-1041.08,Desktop computers
342,13-1041.08,Laser fax machine — Laser facsimile machines
343,13-1041.08,Personal computers
344,13-1041.08,Scanners — Computer data input scanners
345,13-1041.08,Special purpose telephones — Multiline telephone systems
346,13-1041.08,Tablet computers
347,27-2031.00,Balance equipment — Dance barres
348,27-2031.00,Exercise balls — Balance balls
349,27-2031.00,Mens athletic footwear — Men's ballet flats; Men's ballroom dancing shoes; Men's social dance shoes; Men's tap shoes; 5 more
350,27-2031.00,Notebook computers — Laptop computers
351,27-2031.00,Personal computers
352,27-2031.00,Portable stereo systems — Multi-speaker stereo systems
353,27-2031.00,Resistance bands — Exercise bands
354,27-2031.00,Tablet computers
355,27-2031.00,Womens athletic footwear — Pointe shoes; Women's ballet flats; Women's social dance shoes; Women's tap shoes; 6 more
356,43-9021.00,Hole punching units — Photo composing perforators
357,43-9021.00,Inkjet printers — Computer inkjet printers
358,43-9021.00,Keyboards — Computer keyboards
359,43-9021.00,Laser fax machine — Laser facsimile machines
360,43-9021.00,Personal computers
361,43-9021.00,Scanners — Computer data input scanners
362,43-9021.00,Special purpose telephones — Multiline telephone systems
363,15-1243.01,Computer servers — Storage servers
364,15-1243.01,Desktop computers
365,15-1243.01,High end computer servers — Data warehouse appliances
366,15-1243.01,Mainframe computers
367,15-1243.01,Notebook computers — Laptop computers
368,15-1243.01,Personal computers
369,15-1243.01,Special purpose telephones — Multi-line telephone systems
370,15-1242.00,Desktop computers
371,15-1242.00,Hard disk arrays — Redundant array of independent disks RAID systems
372,15-1242.00,Hard disk drives
373,15-1242.00,Mainframe computers
374,15-1242.00,Notebook computers
375,15-1242.00,Tape arrays — Tape libraries
376,15-1243.00,Desktop computers
377,15-1243.00,Hard disk arrays — Redundant array of independent disks RAID systems
378,15-1243.00,Hard disk drives
379,15-1243.00,Laser fax machine — Laser facsimile machines
380,15-1243.00,Mainframe computers
381,15-1243.00,Notebook computers
382,15-1243.00,Personal computers
383,15-1243.00,Photocopiers — Copy machines
384,15-1243.00,Server load balancer — Load balancers
385,15-1243.00,Tape arrays — Tape libraries
386,41-9011.00,Bar code reader equipment — Barcode scanners
387,41-9011.00,Cappuccino or espresso machines — Espresso makers
388,41-9011.00,Desktop computers
389,41-9011.00,Digital cameras
390,41-9011.00,Domestic coffee makers
391,41-9011.00,Domestic electric skillets
392,41-9011.00,Domestic toaster ovens
393,41-9011.00,Personal computers
394,41-9011.00,Pocket calculator — Handheld calculators
395,43-9031.00,Desktop computers
396,43-9031.00,Graphics tablets — Pen tablets
397,43-9031.00,Laser printers
398,43-9031.00,Notebook computers
399,43-9031.00,Scanners
400,21-2021.00,Desktop computers
401,21-2021.00,Laser printers — Computer laser printers
402,21-2021.00,Mobile phones — Smart phones
403,21-2021.00,Notebook computers — Laptop computers
404,21-2021.00,Personal computers
405,21-2021.00,Tablet computers
406,15-1299.03,Computer servers — Cloud computing servers; Content servers
407,15-1299.03,Hard disk drives — Computer hard disk drives
408,15-1299.03,Magneto optical MO drives — Magneto optical drives
409,15-1299.03,Scanners
410,15-1299.03,Tape arrays — Tape libraries
411,41-9091.00,Automobiles or cars — Passenger vehicles
412,41-9091.00,Desktop computers
413,41-9091.00,Global positioning system GPS receiver — Global positioning system GPS receivers
414,41-9091.00,Notebook computers — Laptop computers
415,41-9091.00,Personal computers
416,41-9091.00,Special purpose telephones — Multi-line telephone systems
417,41-9091.00,Tape measures
418,53-3031.00,Bar code reader equipment — Barcode scanners
419,53-3031.00,Delivery trucks — Delivery vans; Propane delivery trucks
420,53-3031.00,Dollies
421,53-3031.00,Laser fax machine — Laser facsimile machines
422,53-3031.00,Laser printers
423,53-3031.00,Pallet trucks — Pallet movers
424,53-3031.00,Personal computers
425,53-3031.00,Portable data input terminals — Handheld computers
426,53-3031.00,Scanners
427,19-3011.00,Desktop calculator — 10-key calculators
428,19-3011.00,Desktop computers
429,19-3011.00,Mainframe computers — Maintrame computers
430,19-3011.00,Notebook computers — Laptop computers
431,19-3011.00,Personal computers
432,19-3011.00,Scanners — Data scanners
433,11-9032.00,Alarm systems — Fire alarm systems; Security alarm systems
434,11-9032.00,Desktop computers
435,11-9032.00,Liquid crystal display projector — Digital projectors
436,11-9032.00,Notebook computers — Laptop computers
437,11-9032.00,Personal computers
438,11-9032.00,Photocopiers — Photocopying equipment
439,11-9032.00,Public address systems — Public address PA systems
440,11-9032.00,Special purpose telephones — Multi-line telephone systems
441,11-9032.00,Touch screen monitors — Interactive whiteboards
442,11-9032.00,Two way radios
443,11-9033.00,Desktop computers
444,11-9033.00,High capacity removable media drives — Universal serial bus USB flash drives
445,11-9033.00,Liquid crystal display projector — Liquid crystal display LCD video projectors
446,11-9033.00,Notebook computers — Laptop computers
447,11-9033.00,Personal computers
448,11-9031.00,Desktop computers
449,11-9031.00,Digital cameras — Compact digital cameras
450,11-9031.00,Laser fax machine — Laser facsimile machines
451,11-9031.00,Laser printers — Computer laser printers
452,11-9031.00,Mobile medical services first aid kits — Emergency first aid kits
453,11-9031.00,Notebook computers — Laptop computers
454,11-9031.00,Personal computers
455,11-9031.00,Special purpose telephones — Multi-line telephone systems
456,17-3012.00,Compasses — Dividers
457,17-3012.00,Curves — Drafting curves
458,17-3012.00,Desktop computers
459,17-3012.00,Drafting kits or sets — Drafting machines
460,17-3012.00,Personal computers
461,17-3012.00,Protractors
462,17-3012.00,Rulers — Steel rules
463,17-3012.00,T squares — T-squares
464,17-3012.00,Triangles — Drafting triangles
465,43-4061.00,Automobiles or cars — Passenger vehicles
466,43-4061.00,Laser fax machine — Laser facsimile machines
467,43-4061.00,Personal computers
468,43-4061.00,Photocopiers — Copy machines
469,43-4061.00,Pocket calculator — Portable calculators
470,43-4061.00,Scanners — Computer data input scanners
471,43-4061.00,Special purpose telephones — Multiline telephone systems
472,43-4061.00,Typewriters — Electric typewriters
473,19-3011.01,Desktop calculator — 10-key calculators
474,19-3011.01,Desktop computers
475,19-3011.01,Mainframe computers
476,19-3011.01,Notebook computers — Laptop computers
477,19-3011.01,Personal computers
478,19-3011.01,Scanners — Computer data input scanners
479,19-2041.02,Desktop computers
480,19-2041.02,Global positioning system GPS receiver — Global positioning system GPS receivers
481,19-2041.02,Laser fax machine — Laser facsimile machines
482,19-2041.02,Notebook computers — Laptop computers
483,19-2041.02,Personal computers
484,19-2041.02,Scanners — Computer data input scanners
485,19-2041.02,Special purpose telephones — Multi-line telephone systems
486,19-1041.00,Desktop computers
487,19-1041.00,Notebook computers — Laptop computers
488,19-1041.00,Personal computers
489,13-1041.03,Desktop calculator — 10-key calculators
490,13-1041.03,Desktop computers
491,13-1041.03,Notebook computers — Laptop computers
492,13-1041.03,Personal computers
493,13-1041.03,Personal digital assistant PDAs or organizers — Personal digital assistants PDA
494,13-1041.03,Special purpose telephones — Multi-line telephone systems
495,11-3013.00,Desktop calculator — 10-key calculators
496,11-3013.00,Desktop computers
497,11-3013.00,Laser fax machine — Laser facsimile machines
498,11-3013.00,Mobile phones
499,11-3013.00,Notebook computers — Laptop computers
500,11-3013.00,Personal computers
501,11-3013.00,Photocopiers — Photocopying equipment
502,11-3013.00,Scanners
503,11-3013.00,Special purpose telephones — Multi-line telephone systems
504,11-3013.00,Tablet computers
505,25-9021.00,Desktop computers
506,25-9021.00,Digital cameras
507,25-9021.00,Notebook computers — Laptop computers
508,25-9021.00,Overhead projectors — Overhead display projectors
509,25-9021.00,Personal computers
510,25-9021.00,Personal digital assistant PDAs or organizers — Personal digital assistants PDA
511,13-1074.00,Automobiles or cars — Passenger cars
512,13-1074.00,Desktop computers
513,13-1074.00,Light trucks or sport utility vehicles — Pickup trucks
514,13-1074.00,Mobile phones — Smart phones
515,13-1074.00,Personal computers
516,13-1074.00,Pocket calculator — Handheld calculators
517,13-1074.00,Scanners — Computer data input scanners
518,13-1074.00,Tablet computers
519,43-4071.00,Filing cabinets or accessories — File cabinets; Mechanized file systems
520,43-4071.00,Inkjet printers — Computer inkjet printers
521,43-4071.00,Ladders — Stepladders
522,43-4071.00,Laser fax machine — Laser facsimile machines
523,43-4071.00,Microfiche or microfilm viewers — Microfiche viewing equipment; Microfilm viewing equipment
524,43-4071.00,Personal computers
525,43-4071.00,Photocopiers — Copy machines
526,43-4071.00,Rubber stamping stamps — Document stamps
527,43-4071.00,Scanners — Document scanners
528,43-4071.00,Special purpose telephones — Multiline telephone systems
529,27-4032.00,Desktop computers
530,27-4032.00,Digital video disk players or recorders — Digital video disk DVD recorders
531,27-4032.00,Media control systems — Audio patch bays; Video patch bays
532,27-4032.00,Network routers
533,27-4032.00,Notebook computers — Laptop computers
534,27-4032.00,Personal computers
535,27-4032.00,Video editors — Digital video editing systems
536,27-4032.00,Video streaming system — YouTube.com
537,13-2051.00,Desktop calculator — 10-key calculators
538,13-2051.00,Desktop computers
539,13-2051.00,Laser fax machine — Laser facsimile machines
540,13-2051.00,Notebook computers — Laptop computers
541,13-2051.00,Personal computers
542,13-2051.00,Photocopiers — Photocopying equipment
543,13-2051.00,Scanners — Computer data input scanners
544,13-2051.00,Special purpose telephones — Multi-line telephone systems
545,13-2051.00,Tablet computers
546,13-2061.00,Desktop calculator — 10-key calculators
547,13-2061.00,Desktop computers
548,13-2061.00,Notebook computers
549,13-2061.00,Personal computers
550,11-3031.00,Desktop calculator — 10-key calculators
551,11-3031.00,Desktop computers
552,11-3031.00,Notebook computers
553,11-3031.00,Personal computers
554,11-3031.00,Personal digital assistant PDAs or organizers — Personal digital assistants PDA
555,11-3031.00,Scanners
556,11-3031.00,Tablet computers
557,13-2099.01,Desktop computers
558,13-2099.01,Mainframe computers
559,13-2099.01,Notebook computers — Laptop computers
560,13-2099.01,Personal computers
561,13-2099.01,Photocopiers — Photocopying equipment
562,13-2099.01,Scanners — Computer data input scanners
563,13-2099.01,Special purpose telephones — Multi-line telephone systems
564,13-2054.00,Desktop calculator — 10-key calculators
565,13-2054.00,Desktop computers
566,13-2054.00,Laser fax machine — Laser facsimile machines
567,13-2054.00,Notebook computers — Laptop computers
568,13-2054.00,Personal computers
569,13-2054.00,Photocopiers — Photocopying equipment
570,13-2054.00,Scanners — Computer data input scanners
571,13-2054.00,Special purpose telephones — Multi-line telephone systems
572,13-2054.00,Tablet computers
573,39-1014.00,Desktop computers
574,39-1014.00,Laser printers — Computer laser printers
575,39-1014.00,Notebook computers — Laptop computers
576,39-1014.00,Personal computers
577,39-1014.00,Photocopiers — Photocopying equipment
578,39-1014.00,Special purpose telephones — Multi-line telephone systems
579,35-1012.00,Bar code reader equipment — Barcode scanners; Linear imaging scanners; Long range charged coupled device CCD barcode scanners; Point of service scanners
580,35-1012.00,Cash registers
581,35-1012.00,Desktop computers
582,35-1012.00,Magnetic stripe readers and encoders — Credit card processing machines
583,35-1012.00,Notebook computers
584,35-1012.00,Paging controllers — Restaurant guest and server paging systems
585,35-1012.00,Point of sale payment terminal — Card readers
586,35-1012.00,Point of sale POS receipt printers — Point of sale POS printers
587,35-1012.00,Point of sale POS terminal — Point of sale POS terminals; Point of service workstations
588,41-1012.00,Desktop computers
589,41-1012.00,Laser fax machine — Laser facsimile machines
590,41-1012.00,Mobile phones — Smart phones
591,41-1012.00,Notebook computers — Laptop computers
592,41-1012.00,Printer calculator — Printing calculators
593,41-1012.00,Special purpose telephones — Multiline telephone systems
594,41-1012.00,Tablet computers
595,53-1044.00,Desktop computers
596,53-1044.00,Laser printers — Computer laser printers
597,53-1044.00,Notebook computers — Laptop computers
598,53-1044.00,Personal computers
599,53-1044.00,Photocopiers — Photocopying equipment
600,53-1044.00,Special purpose telephones — Multi-line telephone systems
601,53-1044.00,Two way radios
602,39-1022.00,Desktop computers
603,39-1022.00,Laser printers — Computer laser printers
604,39-1022.00,Mobile medical services automated external defibrillators AED or hard paddles — Automated external defibrillators AED
605,39-1022.00,Notebook computers — Laptop computers
606,39-1022.00,Personal computers
607,39-1022.00,Photocopiers — Photocopying equipment
608,39-1022.00,Special purpose telephones — Multi-line telephone systems
